Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_replyContent_pred
5949,"the number of likes for this review is 0. the version of the app is 33.0. hopefully, bank management takes note of this. it is been several times now that buying credit via bankapp has resulted in a reduced balance, yet the credit remains pending. complaints have been submitted through bankapp, but there has not been any response for two days. it is better to stop credit transactions through bankapp and buy credit manually at counters or minimarkets instead. very disappointing. 👎👎👎👎",0,0,33.0,"it took 0 days 01:54:00 for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience. kindly check the status by sending your report number to our email at bankapp.co.id or via dm on instagram () or twitter (, , ). if everything is resolved, we would appreciate a -star rating. thank you, belin.",0 days 01:54:00,0.04095507
5950,the number of likes for this review is 0. the version of the app is 32.0. very satisfied,4,0,32.0,"it took 0 days 01:13:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other useful features that simplify transactions. thanks, banu.",0 days 01:13:00,3.985972
5951,"the number of likes for this review is 0. the version of the app is 32.0. tolong kalo buat topup dana,mending biaya yg rp ,- nya d bebankan ke pemilik bankapp aja,biar yg isi/topup dana ga d rugikan,mksh",3,0,32.0,"it took 6 days 19:12:00 for the developer to reply to a user's review. hello bank friend, the transaction fees will follow the policy of the recipient merchant. kindly check with the merchant about the top up fee. if everything is satisfactory, we would appreciate a -star rating from you. thank you~shima",6 days 19:12:00,1.094688
5952,the number of likes for this review is 0. the version of the app is 33.0. increasingly efficient and more useful.,3,0,33.0,"it took 0 days 17:48:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks~rida",0 days 17:48:00,3.985811
5953,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,it took 0 days 01:08:00 for the developer to reply to a user's review. thanks for using the bankapp app. remember to try out the other cool features that simplify transactions for bank friends. cheers~winky,0 days 01:08:00,4.0233054
5954,the number of likes for this review is 0. the version of the app is 33.0. quick assistance.,4,0,33.0,"it took 8 days 02:28:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. cheers, una",8 days 02:28:00,4.0107913
5955,the number of likes for this review is 0. the version of the app is nan. programs that complicate customers' ability to understand bank's feelings,0,0,,"it took 0 days 01:53:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you faced. to investigate, please share the response you got as an image through bank's official whatsapp at or via email at bankapp.co.id. if there were no problems, we hope to receive stars from you. thanks~asri",0 days 01:53:00,0.07306862
5956,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,"it took 0 days 01:39:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app; remember to explore additional helpful features that simplify transactions. thanks, mawar.",0 days 01:39:00,4.009693
5957,the number of likes for this review is 0. the version of the app is 32.0. nice,4,0,32.0,"it took 1 days 00:35:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other useful features that simplify transactions for bank friends. thanks, dio.",1 days 00:35:00,3.988094
5958,"the number of likes for this review is 0. the version of the app is 33.0. the monthly reduction is nearly ,.",0,0,33.0,"it took 1 days 15:28:00 for the developer to reply to a user's review. hello bank friend, we advise you to verify your transactions using the bankapp app or by heading to the closest bank branch with your passbook, atm card, and electronic id card. if everything has been running smoothly, we would appreciate a -star rating from you. thank you~asri",1 days 15:28:00,0.7464995
5959,"the number of likes for this review is 0. the version of the app is 33.0. i tried to log in using my fingerprint, but it did not work, and i received a notification that my username or password is incorrect. i'm in hong kong and hoped using bankapp would make things easier, but it frequently fails. i want to log in manually, but i've forgotten my password since i usually use my fingerprint. how can i reset it? any help would be appreciated.",0,0,33.0,"it took 0 days 18:10:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you have faced. for further assistance, please send a detailed message through bank’s official whatsapp at or email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~johan",0 days 18:10:00,0.07495761
5960,"the number of likes for this review is 0. the version of the app is 33.0. thank you, bankapp.",4,0,33.0,"it took 0 days 00:21:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app will simplify your transactions. thanks, una.",0 days 00:21:00,4.0109267
5961,"the number of likes for this review is 0. the version of the app is 33.0. i want to sign up, but my video cannot complicate this bank.",1,0,33.0,"it took 0 days 00:55:00 for the developer to reply to a user's review. hello bank friend! for face verification, ensure the video quality is optimal: avoid excessive bankghtness, do not face the light, avoid dimness, and ensure no additional faces or obstructions are present. if you encounter no issues, we would appreciate a -star rating from you. thanks, dio.",0 days 00:55:00,0.18836313
5962,"the number of likes for this review is 0. the version of the app is 32.0. sure. with bankapp, all transactions are handled by a single entity.",4,0,32.0,"it took 6 days 00:05:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. best regards, chess.",6 days 00:05:00,4.0205975
5963,the number of likes for this review is 0. the version of the app is nan. why cannot i install it?,4,0,,"it took 0 days 21:05:00 for the developer to reply to a user's review. hello friend bank, thanks for your feedback. the bankapp network is functioning properly. we suggest trying again, but ensure you have sufficient memory storage to install the bankapp app. thanks, dio.",0 days 21:05:00,3.7662444
5964,the number of likes for this review is 0. the version of the app is 33.0. why is there only an option for cash withdrawal and not for cash deposit in my bankapp?,0,0,33.0,"it took 4 days 20:16:00 for the developer to reply to a user's review. hello bank friend, to enable us to verify and address the issue, kindly send a photo of the received display through whatsapp at or via email at bankapp.co.id. if everything is satisfactory, we would appreciate a -star rating from you. thanks~diva",4 days 20:16:00,0.19916433
5965,the number of likes for this review is 0. the version of the app is 33.0. fantastic bankapp app. wishing continuous success. much appreciated.,4,0,33.0,it took 0 days 01:39:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks~una,0 days 01:39:00,4.015393
5966,"the number of likes for this review is 0. the version of the app is 33.0. highly useful, but the monthly fee remains costly.",2,0,33.0,"it took 0 days 18:21:00 for the developer to reply to a user's review. we appreciate your feedback. we hope that the bankapp app simplifies your transactions. if you find bankapp user-friendly, we look forward to receiving a -star rating from you. thanks~una",0 days 18:21:00,2.6860497
5967,the number of likes for this review is 0. the version of the app is 33.0. 👍,4,0,33.0,"it took 0 days 09:07:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. do not forget to explore other exciting features that simplify transactions. thanks~rida",0 days 09:07:00,3.9830906
5968,the number of likes for this review is 0. the version of the app is 32.0. bagus,2,0,32.0,"it took 0 days 00:15:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. let us simplify and ease your daily transactions. thanks, mia.",0 days 00:15:00,3.988024
5969,the number of likes for this review is 0. the version of the app is 32.0. baikal crystal.,4,0,32.0,"it took 0 days 02:28:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify your transactions. thanks~rida",0 days 02:28:00,4.0115633
5970,the number of likes for this review is 0. the version of the app is nan. mantab,3,0,,"it took 2 days 15:44:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us simplify and streamline your daily transactions. thanks, bevi",2 days 15:44:00,3.8902154
5971,the number of likes for this review is 0. the version of the app is 33.0. extremely effective and beneficial.,4,0,33.0,it took 0 days 08:29:00 for the developer to reply to a user's review. thank you for utilizing the bankapp app; remember to explore other exciting features that simplify transactions for bank friends. thanks~najwa,0 days 08:29:00,3.9868124
5972,the number of likes for this review is 0. the version of the app is 33.0. baguse sip,4,0,33.0,"it took 16 days 00:10:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks, una.",16 days 00:10:00,4.00462
5973,the number of likes for this review is 0. the version of the app is nan. sangat membantu transaksi,4,0,,"it took 0 days 01:06:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. do not forget to explore other exciting features that simplify transactions. thanks, rida!",0 days 01:06:00,4.009586
5974,the number of likes for this review is 0. the version of the app is 33.0. baguse ma tep,4,0,33.0,"it took 0 days 00:47:00 for the developer to reply to a user's review. hello bank friend, we appreciate you using the bankapp app and remember to explore other fascinating features that simplify your transactions. thanks, dio.",0 days 00:47:00,4.000856
5975,the number of likes for this review is 0. the version of the app is 33.0. bagus.,4,0,33.0,it took 4 days 05:45:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks ~ chess,4 days 05:45:00,4.0102825
5976,the number of likes for this review is 0. the version of the app is 33.0. bankapp why cannot you use it in the evening?,0,0,33.0,"it took 0 days 08:32:00 for the developer to reply to a user's review. bank friend, if you encounter any issues, kindly send the specifics of the problem to bankapp.co.id via email. if everything is fine, we would appreciate a -star rating from you. thank you~mawar",0 days 08:32:00,0.15502124
5977,"the number of likes for this review is 0. the version of the app is 33.0. forgot the password, just asked for sms and did not show up disappointed ama bankapp if other mbanking is immediately annoyed",0,0,33.0,"it took 0 days 00:58:00 for the developer to reply to a user's review. hello friend bank, we advise ensuring that your registered mobile number is active, that your network is stable, and that you have a minimum balance of rp,. please try the password reset again shortly. if everything goes smoothly, we would appreciate a -star rating from you. thank you~asri",0 days 00:58:00,0.16274814
5978,the number of likes for this review is 0. the version of the app is 32.0. sip la bank,4,0,32.0,it took 0 days 00:20:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out other cool features that simplify transactions for bank pals. thanks~una,0 days 00:20:00,4.0178213
5979,the number of likes for this review is 0. the version of the app is 33.0. good,4,0,33.0,"it took 2 days 17:39:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app and remember to check out other exciting features that simplify your transactions. thanks~najwa",2 days 17:39:00,3.9787676
5980,the number of likes for this review is 0. the version of the app is 33.0. easy,4,0,33.0,"it took 1 days 00:09:00 for the developer to reply to a user's review. hello, friend bank, appreciate your feedback, continue enhancing your banking operations with bankapp. thanks~diva",1 days 00:09:00,3.9816172
5981,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,"it took 1 days 02:20:00 for the developer to reply to a user's review. appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, uswah.",1 days 02:20:00,4.0004344
5982,the number of likes for this review is 0. the version of the app is 33.0. why am i unable to access my loading balance for a long period and withdraw it? could you please provide an explanation?,0,0,33.0,"it took 0 days 15:30:00 for the developer to reply to a user's review. hello bank friend, sorry for the issues faced. to resolve this, kindly send the details through bank whatsapp at or email bankapp.co.id. thanks, una",0 days 15:30:00,0.05403153
5983,"the number of likes for this review is 0. the version of the app is nan. i'm grateful to be back on track now, and it is all thanks to you, my brother.",4,0,,"it took nan for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you have encountered. to assist you further, kindly provide the problem details through whatsapp at or email us at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thank you, yuka.",,3.956693
5984,the number of likes for this review is 0. the version of the app is 33.0. it is often hard to detect the start of a transaction. evidence shows that waiting for or more confirmations is warranted.,0,0,33.0,"it took 0 days 12:05:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. to assist further, please provide the details of the problem through whatsapp at or via email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~diva",0 days 12:05:00,0.11391537
5985,the number of likes for this review is 0. the version of the app is 24.0. membingungkan setiap login pasti gk da koneksi pdhl jga bru isi data,0,0,24.0,"it took 0 days 02:11:00 for the developer to reply to a user's review. hello friend bank, sorry for the inconvenience. to proceed, please email a picture of the response you received to bankapp.co.id. if there are no issues, we would appreciate a -star rating from you. thanks~ulfa",0 days 02:11:00,0.07280506
5986,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 13:14:00 for the developer to reply to a user's review. we appreciate your feedback; please keep enhancing your banking experience with bankapp. thanks, uswah.",0 days 13:14:00,3.9539135
5987,the number of likes for this review is 0. the version of the app is nan. very good,4,0,,"it took 0 days 08:25:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features for smoother transactions. thanks, lily.",0 days 08:25:00,4.010511
5988,the number of likes for this review is 0. the version of the app is 33.0. why am i not allowed to take a photo all the time? i did not mean to cause any trouble.,0,0,33.0,"it took 0 days 00:25:00 for the developer to reply to a user's review. hello bank friend, kindly provide full details through whatsapp at or email bankapp.co.id for verification and further action. if everything is fine, we would appreciate a -star rating from your friend. thanks~diva",0 days 00:25:00,0.033397406
5989,the number of likes for this review is 0. the version of the app is 33.0. why use all video recordings.making it difficult for people to register using bromo.smugha is made easier in the steps of registering the bankapp,0,0,33.0,"it took 1 days 13:22:00 for the developer to reply to a user's review. hello bank friend, kindly provide full details through whatsapp at or email at bankapp.co.id for verification and further action. if all is well, we would appreciate a -star rating from you. thanks~una",1 days 13:22:00,0.04385719
5990,the number of likes for this review is 0. the version of the app is 33.0. pleasant.,4,0,33.0,"it took 0 days 04:10:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to try other exciting features that simplify transactions. thanks, mawar.",0 days 04:10:00,4.020534
5991,"the number of likes for this review is 0. the version of the app is 32.0. bankapp lakaran mantap wes, tiada duanya. josss.!!!",4,0,32.0,"it took 0 days 17:56:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore additional useful features for effortless transactions. thanks, oscar.",0 days 17:56:00,4.000935
5992,"the number of likes for this review is 0. the version of the app is nan. convenient to use in any location, excellent. maintain the high standards and service, much appreciated.",4,0,,it took 0 days 00:49:00 for the developer to reply to a user's review. we appreciate you utilizing the bankapp app; remember to explore the other exciting features that simplify transactions for bank friends. thanks~winky.,0 days 00:49:00,3.997291
5993,the number of likes for this review is 0. the version of the app is 33.0. pulsa ngga masuk masuk danaa kepotong udah ajukan pengaduan malahh amleng,0,0,33.0,"it took 0 days 00:20:00 for the developer to reply to a user's review. dear bank friend, we are sorry for any inconvenience you have faced. to assist you further, please send a detailed message through bank's official whatsapp at or email us at bankapp.co.id. if everything is fine on your end, we would appreciate a -star rating from you. thank you.~johan",0 days 00:20:00,0.063921236
5994,the number of likes for this review is 0. the version of the app is 33.0. nice,3,0,33.0,"it took 0 days 00:48:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app will simplify your transactions. regards, tika.",0 days 00:48:00,4.0216284
5995,the number of likes for this review is 0. the version of the app is nan. it is beneficial to feel content with the service.,4,0,,"it took 0 days 20:37:00 for the developer to reply to a user's review. thanks for choosing the bankapp app! remember to explore our other exciting features for smoother transactions. regards, oscar.",0 days 20:37:00,3.9919806
5996,the number of likes for this review is 0. the version of the app is 25.0. bankef,3,0,25.0,"it took 0 days 17:21:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, ulfa",0 days 17:21:00,3.9579425
5997,the number of likes for this review is 0. the version of the app is 33.0. maintain consistent progress and enhance the service further.,4,0,33.0,"it took 0 days 01:48:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. let’s streamline and simplify your everyday transactions. thanks~mia",0 days 01:48:00,3.9809415
5998,the number of likes for this review is 0. the version of the app is 33.0. there is no option for password recovery.,0,0,33.0,"it took 0 days 03:29:00 for the developer to reply to a user's review. hello friend bank, at the moment, the bankapp bank network is functioning normally. ensure that your bankapp application is updated to the latest version, which is version . if you have not encountered any issues, we would appreciate a -star rating from you. thanks~ lily",0 days 03:29:00,0.22728944
5999,"the number of likes for this review is 0. the version of the app is nan. i want to sign up, but my atm account book photo keeps getting rejected, even though it is perfectly clear.",0,0,,"it took 0 days 00:06:00 for the developer to reply to a user's review. hello bank friend, kindly ensure the video quality is optimal: avoid excessive bankghtness, do not face away from the light, position the face centrally, avoid darkness, ensure only one face is visible, and keep the face unobstructed. confirm that you have adhered to the instructions provided during face verification. thanks~diva",0 days 00:06:00,0.046109416
6000,the number of likes for this review is 0. the version of the app is 32.0. simple,4,0,32.0,"it took 9 days 07:40:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope that the bankapp app simplifies your transactions. thanks, satria.",9 days 07:40:00,4.0133457
6001,"the number of likes for this review is 0. the version of the app is 33.0. why am i unable to set up a bankapp account? i cannot take a photo of my id because the camera button is not responsive. i've attempted several times without success, and i also cannot access the option for existing account holders.",0,0,33.0,"it took 0 days 00:10:00 for the developer to reply to a user's review. hello bank customer, we apologize for the inconvenience you experienced during the transaction. to address this issue, please provide full details through whatsapp at or via email at bankapp.co.id. if everything is resolved satisfactorily, we would appreciate a -star rating from you. thank you. ~diva",0 days 00:10:00,0.0756447
6002,"the number of likes for this review is 0. the version of the app is 33.0. untuk tarik tunai ga bisa,mohon perbaikan aplikasinya ya.",4,0,33.0,"it took 0 days 13:57:00 for the developer to reply to a user's review. dear bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, arthur.",0 days 13:57:00,3.99723
6003,"the number of likes for this review is 0. the version of the app is 32.0. extremely simple and quick. great, great, great! 😊😊😊😊😊😊",4,0,32.0,"it took 9 days 23:32:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~satria",9 days 23:32:00,3.9979742
6004,the number of likes for this review is 0. the version of the app is 32.0. excellent.,4,0,32.0,"it took 0 days 00:40:00 for the developer to reply to a user's review. hello friend bank, i appreciate the feedback. i hope the bankapp app simplifies transactions for you. thanks, riyo.",0 days 00:40:00,4.000896
6005,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 2 days 17:08:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app makes your transactions smoother. thanks, najwa.",2 days 17:08:00,3.9929988
6006,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 20:24:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~belin",0 days 20:24:00,3.952463
6007,the number of likes for this review is 0. the version of the app is nan. extremely useful.,4,0,,"it took 2 days 18:32:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and encourage you to explore other fascinating features that simplify transactions for bank friends. thanks, najwa.",2 days 18:32:00,4.0048075
6008,the number of likes for this review is 0. the version of the app is 33.0. is the bpjs payment option missing from the kbagus menu?,1,0,33.0,"it took 0 days 00:47:00 for the developer to reply to a user's review. hello bank friend, we would like to notify you that the bankapp app now includes a bpjs payment option located in the login> other> dues & donations> bpjs menu. if you have not encountered any issues, we hope you can rate us stars. thank you, lily",0 days 00:47:00,0.88950753
6009,"the number of likes for this review is 0. the version of the app is 32.0. extremely grateful for the presence of bankapp, thank you, bank.",4,0,32.0,"it took 0 days 10:59:00 for the developer to reply to a user's review. thanks for the feedback; please keep enhancing your banking transactions using the bankapp app. regards, diva.",0 days 10:59:00,4.0011806
6010,"the number of likes for this review is 0. the version of the app is 32.0. quite decent, quick, and straightforward.",4,0,32.0,"it took 0 days 10:42:00 for the developer to reply to a user's review. hello bank friend, we appreciate the review. we hope the bankapp app simplifies your transactions. thanks~satria",0 days 10:42:00,4.011074
6011,the number of likes for this review is 0. the version of the app is 22.0. sangat membantu,4,0,22.0,it took 0 days 18:39:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to check out other useful features that simplify transactions for bank friends. thanks~winky,0 days 18:39:00,4.000275
6012,the number of likes for this review is 0. the version of the app is 29.0. mantab,4,0,29.0,"it took 0 days 01:14:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",0 days 01:14:00,4.010887
6013,the number of likes for this review is 0. the version of the app is 33.0. mantul pkbagus nya,4,0,33.0,"it took 0 days 00:30:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore additional exciting features for simpler transactions. thanks, shima.",0 days 00:30:00,4.019654
6014,the number of likes for this review is 0. the version of the app is 33.0. pleasant.,3,0,33.0,"it took 0 days 18:03:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. if everything works well for you, we look forward to a -star rating from you. thanks, una.",0 days 18:03:00,2.6898062
6015,the number of likes for this review is 0. the version of the app is 33.0. the application is very bad.the response is slow.i forgot my password and was told to wait for the link to be sent via sms ehhh it is been almost x asking for a repeat sms and it has not been sent yet.,0,0,33.0,"it took 0 days 02:16:00 for the developer to reply to a user's review. hello friend bank, i'm sorry for the issues you have encountered. please verify that the registered mobile number is still in use and that there is sufficient mobile phone credit to receive sms links, with a minimum of rp, per sms. thanks~heru",0 days 02:16:00,0.20173071
6016,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 15 days 20:18:00 for the developer to reply to a user's review. hello bank friends, thank you for your feedback. please keep boosting your banking transactions through the bankapp app. thanks, shima",15 days 20:18:00,3.9902642
6017,"the number of likes for this review is 0. the version of the app is nan. deeply frustrated that even after installing the bankapp application, i had to download it once more.",0,0,,"it took 0 days 01:41:00 for the developer to reply to a user's review. hello friend bank, we apologize for any issues you have encountered. for verification, kindly send an image of the response you received to bankapp.co.id. if everything is running smoothly, we would appreciate a -star rating from you. thank you~ulfa",0 days 01:41:00,0.08770251
6018,"the number of likes for this review is 1. the version of the app is 33.0. this bankapp application is actually good, but you cannot register through the app, you have to visit a bank teller to activate it. it is unfortunate, it should work like an e-wallet where features can be used more simply without needing to go to a teller.",2,1,33.0,"it took 1 days 22:57:00 for the developer to reply to a user's review. hello bank friend, in order to register for bankapp via the bankapp app, ensure that you have never signed up for internet banking services, you possess an active account, and your information is accurate. thanks~ asri",1 days 22:57:00,0.8116853
6019,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,"it took 0 days 00:23:00 for the developer to reply to a user's review. hello bank friend, thanks for utilizing the bankapp app. remember to explore other exciting features that simplify transactions for you. thanks~lena",0 days 00:23:00,4.0283775
6020,the number of likes for this review is 0. the version of the app is nan. mudah di mengerti dan sangat membantu,4,0,,"it took 0 days 18:49:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, chess.",0 days 18:49:00,3.9980345
6021,"the number of likes for this review is 0. the version of the app is nan. if you do well, i will reward you more.",2,0,,"it took 0 days 12:14:00 for the developer to reply to a user's review. dear bank friend, if you are not encountering any issues with the bankapp app, we would appreciate a -star rating. thank you, galih.",0 days 12:14:00,2.9875102
6022,"the number of likes for this review is 0. the version of the app is 33.0. i've calculated a hundred times, and the facial recognition in the video keeps failing. if you cannot develop an application properly, then do not create it at all.",0,0,33.0,"it took 0 days 00:49:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. to investigate, kindly send the received response as an image to email bankapp.co.id. if you have not faced any problems, we would appreciate a -star rating from you. thanks~ulfa",0 days 00:49:00,0.33607858
6023,the number of likes for this review is 0. the version of the app is 33.0. too complicated to register,0,0,33.0,"it took 0 days 01:34:00 for the developer to reply to a user's review. hello bank friend, to verify, please provide details of the issues you are facing via whatsapp bank at or email at bankapp.co.id. if there are no issues, we would appreciate a -star rating from bank friend. thanks~shima",0 days 01:34:00,0.24968137
6024,the number of likes for this review is 0. the version of the app is 32.0. 👍bagus,4,0,32.0,it took 0 days 01:40:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other cool features that simplify transactions for bank friends. thanks ~ banu,0 days 01:40:00,3.9997532
6025,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 0 days 02:04:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",0 days 02:04:00,4.007201
6026,the number of likes for this review is 0. the version of the app is 33.0. i always need extra effort because recording fails every time.,2,0,33.0,"it took 0 days 13:40:00 for the developer to reply to a user's review. hello bank friend, sorry for the inconvenience caused. ensure that during the face verification process, the video quality is clear, not overly bankght, not facing the light source, not too dark, and there is only one face visible without any obstructions. thanks~heru",0 days 13:40:00,0.13508523
6027,the number of likes for this review is 0. the version of the app is 32.0. very useful,4,0,32.0,"it took 13 days 21:59:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. please keep enhancing your banking activities through the bankapp app. thanks~rida",13 days 21:59:00,4.0017977
6028,the number of likes for this review is 0. the version of the app is 33.0. very comfortable,4,0,33.0,it took 0 days 02:18:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other exciting features that simplify transactions for bank friends. thanks~winky,0 days 02:18:00,3.9930036
6029,the number of likes for this review is 0. the version of the app is 33.0. cus bankapp bank,4,0,33.0,it took 0 days 20:53:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to try out other exciting features that simplify transactions for bank friends. thanks~winky,0 days 20:53:00,3.9987242
6030,"the number of likes for this review is 0. the version of the app is 33.0. simple and quick, extremely useful.",3,0,33.0,"it took 0 days 00:59:00 for the developer to reply to a user's review. hello bank buddy, thank you for the feedback. if bankapp is working well for you, we would be grateful if you could rate us stars. thanks~dio",0 days 00:59:00,2.3655262
6031,the number of likes for this review is 0. the version of the app is nan. moga .bank top,3,0,,"it took 2 days 15:17:00 for the developer to reply to a user's review. hello bank friend, thanks for choosing bankapp. let us simplify and streamline your daily transactions. thanks~bevi",2 days 15:17:00,3.9138813
6032,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 15 days 19:06:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. keep enhancing your banking transactions through the bankapp app. thanks, shima",15 days 19:06:00,3.994399
6033,"the number of likes for this review is 0. the version of the app is nan. unlike others that aim to be user-friendly, bankapp mobile banking is quite difficult, often failing with recurring error codes. dear bank, this should not be happening with a launch like this.",0,0,,"it took 0 days 21:18:00 for the developer to reply to a user's review. hello bank friend, we apologize for any inconvenience you experienced during the transaction. to ensure this is addressed, kindly provide full details through whatsapp at or email us at bankapp.co.id. if everything is satisfactory, we would appreciate a -star rating from you. thank you ~ diva",0 days 21:18:00,0.09159967
6034,"the number of likes for this review is 0. the version of the app is 33.0. i want to open the can of tuna, but i cannot.",4,0,33.0,"it took 0 days 01:36:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. cheers, priska",0 days 01:36:00,4.0100403
6035,the number of likes for this review is 0. the version of the app is 33.0. bagus,4,0,33.0,"it took 0 days 19:33:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to try out other exciting features that simplify transactions. thanks~diva",0 days 19:33:00,3.9928715
6036,the number of likes for this review is 0. the version of the app is 33.0. bankapp sangat recommended,4,0,33.0,"it took 0 days 11:43:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. keep using the bankapp app and enjoy hassle-free transactions. thanks~rida",0 days 11:43:00,4.016551
6037,the number of likes for this review is 0. the version of the app is 33.0. having bankapp around is immensely beneficial.,4,0,33.0,it took 13 days 08:58:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out the other exciting features that simplify transactions for bank friends. thanks~baron,13 days 08:58:00,4.012336
6038,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 14:56:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. please keep enhancing your banking activities with the bankapp app. thanks~rida",0 days 14:56:00,4.005682
6039,"the number of likes for this review is 0. the version of the app is 33.0. i would like to sign up for bankapp, so why am i unable to photograph my id card?",2,0,33.0,"it took 2 days 05:03:00 for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience you may have encountered. to investigate, please send us the response you received as an image through bank's official whatsapp at . if everything is fine, we would appreciate a -star rating from you. thank you, asri.",2 days 05:03:00,1.7482294
6040,the number of likes for this review is 0. the version of the app is 32.0. very useful,3,0,32.0,"it took 0 days 01:37:00 for the developer to reply to a user's review. hello bank friend, we hope the bankapp app simplifies your transactions. if everything is working smoothly, we would appreciate a -star rating from you. thanks, erza.",0 days 01:37:00,2.998021
