Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_review_pred
6758,"the number of likes for this review is 0. the version of the app is 32.0. the app is too large and slow for me, as i use a mid-to-low quality cellphone. i hope that in the future it can be optimized like a neighboring bank’s app, which is lightweight and does not require much balance in the account.",0,0,32.0,"it took 0 days 00:26:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. for further assistance, please provide the problem details through email at bankapp.co.id. if you have not faced any problems, we would appreciate a -star rating from your bank friend. thanks~riyo",0 days 00:26:00,2.630335
6759,the number of likes for this review is 0. the version of the app is 28.0. sangat membantu,4,0,28.0,"it took 1 days 20:53:00 for the developer to reply to a user's review. dear bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~belin",1 days 20:53:00,3.9500244
6760,"the number of likes for this review is 0. the version of the app is 33.0. i appreciate your quick and efficient assistance with my transaction, bankapp.",4,0,33.0,it took 0 days 05:55:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other handy features that simplify your transactions. thanks~mawar,0 days 05:55:00,3.9853394
6761,the number of likes for this review is 0. the version of the app is 32.0. very good,4,0,32.0,"it took 3 days 08:31:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",3 days 08:31:00,3.9810953
6762,the number of likes for this review is 0. the version of the app is 33.0. quicker and improved.,4,0,33.0,it took 0 days 05:57:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to explore additional features that simplify your transactions. thanks! - mawar,0 days 05:57:00,3.896817
6763,"the number of likes for this review is 0. the version of the app is 33.0. kbagus is becoming increasingly frustrated as time goes on due to the slow transfer speed, despite having a good signal network.",4,0,33.0,"it took nan for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. to address them, please provide us with the details via whatsapp at or email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thank you, yuka.",,0.10692466
6764,the number of likes for this review is 0. the version of the app is nan. jlk cannot be downloaded,0,0,,"it took 0 days 02:33:00 for the developer to reply to a user's review. hello bank friend, if you encounter any issues, kindly provide the problem details through bank's official whatsapp number or via email at bankapp.co.id. if bankapp is functioning well for you, we would appreciate a -star rating from you. thanks~johan",0 days 02:33:00,0.16996479
6765,the number of likes for this review is 0. the version of the app is 33.0. make it easy in all things whatever mantap,4,0,33.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us streamline and simplify your daily transactions. thanks, lena.",0 days 00:24:00,3.948165
6766,the number of likes for this review is 0. the version of the app is nan. why cannot my ktp be registered online with bank when it can be registered with other banks?,3,0,,"it took nan for the developer to reply to a user's review. dear friend, if any issues arise, kindly email the problem details to bankapp.co.id. if everything is fine, we hope you can give us a -star rating. thanks~mawar",,1.2560084
6767,"the number of likes for this review is 0. the version of the app is 33.0. only four stars for now. why am i unable to withdraw the minimum amount of ,? please upgrade the app system.",3,0,33.0,"it took 0 days 01:41:00 for the developer to reply to a user's review. we appreciate your feedback. it helps us improve the bankapp application to enhance customer convenience and comfort. we hope the bankapp app simplifies your transactions. thanks, tika.",0 days 01:41:00,1.7451607
6768,the number of likes for this review is 0. the version of the app is nan. joooozźz,4,0,,"it took 0 days 04:18:00 for the developer to reply to a user's review. thank you for using the bankapp app, and remember to explore other exciting features that simplify transactions. thanks! - mawar",0 days 04:18:00,3.8076456
6769,the number of likes for this review is 0. the version of the app is nan. cinta pertama mengenal bank bank sejak tahun yang lalu،❤️❤️❤️,4,0,,"it took 0 days 07:59:00 for the developer to reply to a user's review. thank you for utilizing the bankapp app and remember to explore other exciting features that simplify your transactions. thanks, lily.",0 days 07:59:00,3.1872838
6770,the number of likes for this review is 0. the version of the app is 33.0. extremely useful for transactions in all places.,4,0,33.0,it took 0 days 00:42:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other intriguing features that simplify transactions. thanks~mawar,0 days 00:42:00,3.9230247
6771,the number of likes for this review is 0. the version of the app is 33.0. quite practical,4,0,33.0,"it took 0 days 01:09:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, tedi.",0 days 01:09:00,3.8532064
6772,the number of likes for this review is 0. the version of the app is 33.0. highly practical.,4,0,33.0,"it took 0 days 00:46:00 for the developer to reply to a user's review. thanks for using the bankapp app, and remember to check out other exciting features that simplify transactions for bank friends. thanks, uswah.",0 days 00:46:00,3.9226384
6773,the number of likes for this review is 0. the version of the app is 33.0. cool and simple,4,0,33.0,"it took 0 days 00:37:00 for the developer to reply to a user's review. we are grateful for using the bankapp app, and do not miss out on other exciting features that simplify transactions for bank friends. thanks, banu",0 days 00:37:00,3.8752239
6774,the number of likes for this review is 0. the version of the app is 33.0. mmantapsss,4,0,33.0,"it took 13 days 04:50:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, baron.",13 days 04:50:00,3.8164058
6775,the number of likes for this review is 0. the version of the app is nan. consistent disruption.,1,0,,"it took 4 days 02:34:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. to address this, please email the problem details to bankapp.co.id. if everything is fine now, we would appreciate a -star rating from you. thanks~riyo",4 days 02:34:00,0.0897791
6776,"the number of likes for this review is 0. the version of the app is 33.0. since the update, more issues have arisen; the signal bankefly weakens and then crashes, making it hard to log in. edited rating: stars.",3,0,33.0,"it took nan for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you have encountered. at the moment, the bankapp app is operating normally. if you still face any difficulties, kindly send us the details via email at bankapp.co.id. if everything is working fine, a -star rating from you would be appreciated by your bank friend. thanks ~lena",,0.37407306
6777,the number of likes for this review is 0. the version of the app is nan. the application is useless. the kyc keeps getting rejected repeatedly.,0,0,,"it took 0 days 03:57:00 for the developer to reply to a user's review. hello bank friend, ensure the video quality is clear, with proper lighting, avoiding over-bankghtness or darkness. if issues persist, kindly report them through whatsapp bank at or via email at bankapp.co.id. if everything is satisfactory, we hope for a -star rating from you. thanks~shima",0 days 03:57:00,0.28498566
6778,"the number of likes for this review is 0. the version of the app is 33.0. excellent and practical. simple, quick, and accurate.",4,0,33.0,"it took 5 days 21:14:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and please remember to try out other exciting features that simplify transactions. thanks~lily",5 days 21:14:00,3.974357
6779,"the number of likes for this review is 0. the version of the app is nan. the online banking app is quite perplexing. please simplify it. as soon as it starts recording video, the app crashes completely, unlike other online banking applications, which are much simpler.",0,0,,"it took 0 days 01:01:00 for the developer to reply to a user's review. hello bank customer, we are sorry for the issues you have encountered. to proceed, kindly email the specifics of the problem to bankapp.co.id. if everything is working fine for you, we would appreciate a -star rating from your bank friend. thank you~riyo",0 days 01:01:00,0.09811602
6780,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,"it took 15 days 19:52:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, lily.",15 days 19:52:00,3.9195514
6781,the number of likes for this review is 0. the version of the app is 33.0. that is pleasant.,4,0,33.0,"it took 0 days 00:17:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to explore other exciting features for convenient transactions. thanks, shima.",0 days 00:17:00,3.8179653
6782,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 10 days 00::00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. best, baron.",10 days 00::00,3.851193
6783,the number of likes for this review is 0. the version of the app is nan. extremely useful,4,0,,it took 0 days 00:46:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to try out other useful features that simplify transactions for bank friends. thanks~winky,0 days 00:46:00,3.8275514
6784,the number of likes for this review is 0. the version of the app is 33.0. good so good tf tf is not complicated,4,0,33.0,it took 0 days 06:59:00 for the developer to reply to a user's review. thank you for using the bankapp app. be sure to try out the other exciting features that simplify transactions for bank pals. thanks~winky,0 days 06:59:00,2.6931732
6785,"the number of likes for this review is 0. the version of the app is 33.0. thank goodness, my issue is resolved now. everything is working smoothly. thank you, admin.",4,0,33.0,"it took nan for the developer to reply to a user's review. hello friend bank, we are sorry for any issues you have encountered. for further assistance, please provide us with the specifics of the issue through whatsapp at or email at bankapp.co.id. if everything is running smoothly for you, we would appreciate a -star rating from you. thanks~priska",,3.7219398
6786,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,it took 0 days 13:00:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other useful features that simplify transactions for bank friends. thanks! - winky,0 days 13:00:00,4.0110765
6787,"the number of likes for this review is 0. the version of the app is 33.0. completely unhelpful, setting up an account is different from other banks.",0,0,33.0,"it took 0 days 13:47:00 for the developer to reply to a user's review. dear bank friend, we would like to inform you that the bankapp application network is functioning normally. please try again periodically, ensure your internet connection is stable, and confirm you are using the latest bankapp app version. if everything works smoothly for you, we would appreciate a -star rating. thanks~belin",0 days 13:47:00,2.6479385
6788,"the number of likes for this review is 0. the version of the app is 32.0. extremely useful.thanks a lot, bankapp.👍👍👍🙏",4,0,32.0,"it took 5 days 08:28:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, una.",5 days 08:28:00,3.9160213
6789,"the number of likes for this review is 0. the version of the app is 33.0. efficient, quick, and straightforward transaction.",4,0,33.0,"it took 0 days 02:06:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp; let us streamline and simplify your everyday transactions. thanks! ~lena",0 days 02:06:00,3.8695152
6790,the number of likes for this review is 0. the version of the app is 23.0. baguse,4,0,23.0,"it took 14 days 22:54:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. do not forget to explore other exciting features that simplify transactions. thanks, arum.",14 days 22:54:00,3.854678
6791,the number of likes for this review is 0. the version of the app is 32.0. fast process,4,0,32.0,"it took 10 days 00:39:00 for the developer to reply to a user's review. hello bank friend, we appreciate the feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",10 days 00:39:00,3.9802427
6792,the number of likes for this review is 0. the version of the app is 32.0. excellent!,4,0,32.0,it took 0 days 01:12:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other exciting features that simplify transactions. thanks~mawar,0 days 01:12:00,3.857983
6793,the number of likes for this review is 0. the version of the app is 33.0. highly recommended,4,0,33.0,"it took 0 days 02:07:00 for the developer to reply to a user's review. thank you for reviewing. we hope the bankapp app simplifies your transactions. thanks, tika.",0 days 02:07:00,3.893379
6794,the number of likes for this review is 0. the version of the app is 33.0. it is so easy,4,0,33.0,"it took 1 days 15:10:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, dio.",1 days 15:10:00,3.8569312
6795,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,it took 0 days 00:22:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other useful features to simplify transactions for bank friends. thanks~najwa,0 days 00:22:00,3.908093
6796,"the number of likes for this review is 0. the version of the app is 33.0. he complained about the poor service, stating that the online app could not be used for transactions like buying credit and other services. bank office employees were unhelpful and the call center only responded with automated messages. he recommended using seabank, bca, bni, dana, or gojek instead, expressing no recommendation for bank.",0,0,33.0,"it took 0 days 08:21:00 for the developer to reply to a user's review. hello friend bank, we apologize for any issues you have encountered. the bankapp application is presently operating normally. if you face any problems, kindly share the details via the official bank whatsapp at or email bankapp.co.id. if everything is functioning correctly, we would appreciate a -star rating from you. thanks~banu",0 days 08:21:00,0.37452856
6797,the number of likes for this review is 0. the version of the app is 33.0. increase the cash withdrawal amount,4,0,33.0,it took 0 days 01:23:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other exciting features that simplify transactions for bank friends. thanks~winky,0 days 01:23:00,3.2866714
6798,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 16:18:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. we hope the bankapp app simplifies your transactions. best, diva",0 days 16:18:00,4.0231
6799,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 02:12:00 for the developer to reply to a user's review. we appreciate your feedback; please keep enhancing your banking transactions with the bankapp app. thanks, diva.",0 days 02:12:00,3.9086604
6800,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 04:59:00 for the developer to reply to a user's review. we appreciate your review; keep enhancing your banking experience with bankapp. thanks, uswah.",0 days 04:59:00,3.826915
6801,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,"it took 8 days 08:09:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria",8 days 08:09:00,3.866512
6802,the number of likes for this review is 0. the version of the app is 33.0. excellent,3,0,33.0,"it took 0 days 00:18:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. if everything went smoothly, we hope you will give us a -star rating. thanks, mahwar.",0 days 00:18:00,3.995682
6803,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 00:30:00 for the developer to reply to a user's review. thank you for your feedback. we hope that the bankapp app will simplify your transactions. thanks, oscar.",0 days 00:30:00,3.9534092
6804,the number of likes for this review is 0. the version of the app is nan. extremely beneficial and practical.,3,0,,"it took 0 days 11:01:00 for the developer to reply to a user's review. we appreciate your feedback; enhance your banking experience further with the bankapp app. thanks, uswah",0 days 11:01:00,3.9483624
6805,the number of likes for this review is 0. the version of the app is 33.0. mantabbb,4,0,33.0,it took 0 days 02:08:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. do not miss out on other exciting features that simplify your transactions. thanks! ~mawar,0 days 02:08:00,4.010017
6806,the number of likes for this review is 0. the version of the app is 33.0. great very easy to use,4,0,33.0,it took 0 days 00:50:00 for the developer to reply to a user's review. thank you for your feedback. i hope the bankapp app simplifies your transactions. thanks~priska,0 days 00:50:00,3.9406936
6807,"the number of likes for this review is 0. the version of the app is 33.0. versi baru bukanya lebih bagus malah jelek baget mau login aja susah banget sape sekarang blm bisa login lbh bagus versi lama, bikin naik pitam . bagai mana ini bank per baiki, dan permudah jgn malah dipersulit",0,0,33.0,"it took 0 days 11:04:00 for the developer to reply to a user's review. dear bank user, we apologize for any inconvenience caused. the bankapp app is functioning normally at the moment. please ensure that your internet connection is stable. if issues persist, kindly contact us via email at bankapp.co.id. if everything is working well, we had appreciate a -star rating from you. thank you~lena",0 days 11:04:00,0.8635325
6808,the number of likes for this review is 0. the version of the app is 33.0. simple to apply.,4,0,33.0,"it took 0 days 04:07:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features for seamless transactions. thanks, galih.",0 days 04:07:00,3.8702638
6809,the number of likes for this review is 0. the version of the app is 33.0. bankapp bank is highly beneficial for indonesians. gratitude to bank for being all-inclusive.,4,0,33.0,"it took 0 days 01:17:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app will simplify your transactions. regards, priska",0 days 01:17:00,4.032721
6810,the number of likes for this review is 0. the version of the app is 15.0. mntapp bnerrr this app,4,0,15.0,"it took nan for the developer to reply to a user's review. thank you for utilizing the bankapp app. if everything has been smooth, we would appreciate a -star rating from you. regards, shima",,3.7700417
6811,the number of likes for this review is 0. the version of the app is 33.0. practis,4,0,33.0,"it took 0 days 15:42:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other exciting features that help bank friends transact more easily. thanks, winky!",0 days 15:42:00,3.8599975
6812,the number of likes for this review is 0. the version of the app is 33.0. simple and extremely useful.,4,0,33.0,"it took 0 days 18:04:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. be sure to try out other exciting features that simplify your transactions. thanks, diva.",0 days 18:04:00,3.86151
6813,the number of likes for this review is 0. the version of the app is nan. extremely useful.,4,0,,"it took 0 days 02:27:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. please keep boosting your banking activities through the bankapp app. thanks~rida",0 days 02:27:00,3.9272804
6814,"the number of likes for this review is 0. the version of the app is 33.0. smooth and effortless transaction, quick and convenient. i enjoy using bankapp.",4,0,33.0,"it took 11 days 09:12:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, belin.",11 days 09:12:00,3.8818083
6815,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 0 days 03:00:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to try out other fascinating features that simplify transactions. thanks~sora",0 days 03:00:00,4.023123
6816,"the number of likes for this review is 0. the version of the app is nan. nih angker juga nih tiap bulan rbu, lama rp. saldo saya",0,0,,"it took 0 days 03:31:00 for the developer to reply to a user's review. hello bank friend, we recommend verifying the debit details using the internet banking services on the website ://ib.bank.co.id/. if everything is fine, we would appreciate a -star rating from you. thanks~mawar",0 days 03:31:00,0.42971554
6817,"the number of likes for this review is 0. the version of the app is nan. simple transfer procedure, apologies shifting to bni",0,0,,"it took 0 days 00:50:00 for the developer to reply to a user's review. hello friend bank, kindly share the specifics of the issue through whatsapp at or via email at bankapp.co.id. the bankapp app has recently been upgraded for enhanced performance. we hope for a -star rating in your review. thanks, tika",0 days 00:50:00,3.034762
6818,the number of likes for this review is 0. the version of the app is 33.0. ideal for novices.,4,0,33.0,"it took 0 days 04:36:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other useful features that simplify transactions. thanks, mawar.",0 days 04:36:00,3.934036
6819,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 1 days 21:46:00 for the developer to reply to a user's review. thank you for your feedback, friend bank. we hope that the bankapp app simplifies your transactions. thanks! - belin",1 days 21:46:00,3.8915513
6820,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 3 days 14:45:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",3 days 14:45:00,3.9215038
6821,the number of likes for this review is 0. the version of the app is 33.0. delay parahhhhh .,0,0,33.0,"it took 0 days 09:07:00 for the developer to reply to a user's review. hello bank friend. if you encounter any issues while using the bankapp app, kindly provide full details via whatsapp at or email at bankapp.co.id. if everything is working well for you, a -star rating would be greatly appreciated. thanks, diva.",0 days 09:07:00,2.2735143
6822,the number of likes for this review is 0. the version of the app is nan. good enough to help us,4,0,,"it took 0 days 12:22:00 for the developer to reply to a user's review. we appreciate your feedback; keep enhancing your banking experience with bankapp. thanks, uswah.",0 days 12:22:00,3.7739577
6823,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,it took 6 days 01:43:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks ~ chess,6 days 01:43:00,4.0231
6824,the number of likes for this review is 0. the version of the app is 33.0. very helpful,3,0,33.0,"it took 0 days 04:52:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, debi.",0 days 04:52:00,4.007928
6825,the number of likes for this review is 0. the version of the app is 32.0. pleasant,2,0,32.0,"it took 0 days 11:31:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. if everything is satisfactory, we hope you will give us a -star rating. thanks! ~ diva",0 days 11:31:00,3.9178247
6826,the number of likes for this review is 0. the version of the app is 33.0. the system keeps encountering errors during the registration process.,0,0,33.0,"it took 0 days 01:09:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you have faced. to investigate, kindly share a screenshot via bank's official whatsapp at or email bankapp.co.id. if everything is working fine for you, we would appreciate a -star rating from your bank friend. thanks~satria",0 days 01:09:00,0.175567
6827,the number of likes for this review is 0. the version of the app is 32.0. pleasant,4,0,32.0,"it took 8 days 03:06:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to explore other exciting features that facilitate transactions. thanks~lily",8 days 03:06:00,3.8580017
6828,the number of likes for this review is 0. the version of the app is 28.0. pleasant and quick,4,0,28.0,"it took 0 days 00:26:00 for the developer to reply to a user's review. we appreciate your feedback; keep enhancing your banking experience with bankapp. thanks, galih.",0 days 00:26:00,3.8415127
6829,"the number of likes for this review is 0. the version of the app is 32.0. very acceptable, thank you.",4,0,32.0,"it took 16 days 02:14:00 for the developer to reply to a user's review. i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, uswah.",16 days 02:14:00,3.9316905
6830,the number of likes for this review is 0. the version of the app is 32.0. baguse trimakasih dan bagus,4,0,32.0,"it took 0 days 22:50:00 for the developer to reply to a user's review. thanks for the feedback; keep enhancing your banking experiences with the bankapp app. best, diva",0 days 22:50:00,3.9446332
6831,the number of likes for this review is 0. the version of the app is 32.0. baguse,4,0,32.0,"it took 11 days 08:29:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~belin",11 days 08:29:00,3.9447167
6832,the number of likes for this review is 0. the version of the app is 33.0. sangat membantu sekali,4,0,33.0,it took 0 days 06:57:00 for the developer to reply to a user's review. thank you for using the bankapp app! remember to check out other cool features that make it easier for bank friends to handle transactions. thanks~winky,0 days 06:57:00,3.9470882
6833,"the number of likes for this review is 0. the version of the app is 33.0. why do i constantly fail to transfer money after changing my phone card? it keeps saying i've reached the transaction limit, even though i have not made any transfers and i'm just trying to make one. please fix this, boss.",1,0,33.0,"it took 0 days 13:54:00 for the developer to reply to a user's review. hello bank friend, if you have recently switched your phone or reinstalled bankapp, safety mode or a reduced transaction limit will be enabled. do not worry, safety mode will deactivate on its own and the limit will revert to normal after hours. if everything has been smooth, we had appreciate a -star rating from you. thanks~yuka",0 days 13:54:00,0.4641882
6834,the number of likes for this review is 0. the version of the app is 32.0. extremely good.,4,0,32.0,"it took 4 days 05:29:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, chess.",4 days 05:29:00,3.8956819
6835,"the number of likes for this review is 0. the version of the app is 33.0. it is already impressive, but it becomes even more remarkable if it keeps enhancing its features and safety.",4,0,33.0,"it took 0 days 02:59:00 for the developer to reply to a user's review. hello friend bank, we appreciate the feedback. this will help us improve the bankapp app for better customer ease and satisfaction. thanks~erza",0 days 02:59:00,3.2846289
6836,the number of likes for this review is 0. the version of the app is nan. mantaaap,4,0,,"it took 0 days 20:58:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, chess.",0 days 20:58:00,3.8705883
6837,the number of likes for this review is 0. the version of the app is 33.0. memudahkan nasaba untuk transaksi.,4,0,33.0,"it took 2 days 11:52:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other awesome features that simplify transactions for bank friends. thanks, najwa.",2 days 11:52:00,3.8701036
6838,the number of likes for this review is 1. the version of the app is 33.0. kenpa di persulit tinggal membuat vidio ajj susah sekali alasan nya cahaya . sinyal ddan lain lain . sungguh tdak memper mudah,0,1,33.0,"it took 0 days 03:26:00 for the developer to reply to a user's review. hello bank friend, sorry for the inconvenience. to proceed, kindly share the details through bank whatsapp at or email bankapp.co.id. thanks~una",0 days 03:26:00,0.2769442
6839,"the number of likes for this review is 0. the version of the app is 33.0. extremely useful, bankapp constant 👍👍👍👍👍",4,0,33.0,it took 2 days 03:59:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and remind you to check out other intriguing features that simplify transactions for bank friends. thanks!~najwa,2 days 03:59:00,4.010532
6840,"the number of likes for this review is 0. the version of the app is 33.0. thanks to god, it was extremely useful.",4,0,33.0,"it took 1 days 23:02:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other useful features that simplify transactions for bank friends. thanks, najwa.",1 days 23:02:00,3.8897831
6841,the number of likes for this review is 0. the version of the app is 33.0. using bankapp is very helpful.,4,0,33.0,"it took 0 days 21:13:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other exciting features that simplify transactions. thanks, mawar.",0 days 21:13:00,3.9272213
6842,the number of likes for this review is 0. the version of the app is 33.0. mudah,2,0,33.0,"it took 0 days 09:25:00 for the developer to reply to a user's review. hello bank buddy, thank you for the feedback. if bankapp is working well for you, we would be grateful if you could give us a -star rating. thanks~dio",0 days 09:25:00,3.9250174
6843,the number of likes for this review is 0. the version of the app is nan. pleasant,4,0,,"it took 0 days 19::00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to explore the other exciting features that simplify transactions. thanks, mawar.",0 days 19::00,3.8536196
6844,the number of likes for this review is 0. the version of the app is nan. recommended especially to win the simpedas lottery later aamiin,4,0,,"it took nan for the developer to reply to a user's review. we appreciate you using the bankapp app and remind you to explore other exciting features that simplify transactions. thanks, lily.",,3.6049566
6845,the number of likes for this review is 0. the version of the app is 33.0. extremely quick and helpful,4,0,33.0,"it took 0 days 13:44:00 for the developer to reply to a user's review. dear friend bank, we appreciate your review. we hope the bankapp app simplifies your transactions. thanks, arthur.",0 days 13:44:00,3.8248906
6846,the number of likes for this review is 0. the version of the app is 33.0. consistent and calm.,4,0,33.0,"it took 0 days 01:59:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other cool features that simplify transactions for bank friends. thanks, una!",0 days 01:59:00,3.9908888
6847,"the number of likes for this review is 1. the version of the app is 33.0. why does this bankapp app fail every time i try the face video verification, repeatedly asking me to redo it until i get frustrated and give up?",0,1,33.0,"it took 0 days 19:23:00 for the developer to reply to a user's review. bank colleagues, while performing face verification, ensure the video quality is optimal—avoid overly bankght lighting, direct light, and darkness. if issues persist, send detailed problem information to email bankapp.co.id. if everything goes smoothly, we appreciate a -star rating. thank you, lily.",0 days 19:23:00,0.26178178
6848,the number of likes for this review is 0. the version of the app is 33.0. the customer service is extremely poor!,0,0,33.0,"it took 0 days 02:23:00 for the developer to reply to a user's review. hello friend bank, please share the specifics of the issue through whatsapp at or via email at bankapp.co.id. the bankapp app has recently been enhanced. we hope for a -star review from you. thanks~tika",0 days 02:23:00,-0.10763338
6849,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,it took 0 days 01:12:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to try out other cool features that simplify transactions for bank friends. thanks~winky,0 days 01:12:00,3.8915513
6850,the number of likes for this review is 0. the version of the app is 32.0. this is extremely useful information.,4,0,32.0,"it took 9 days 07:01:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~satria",9 days 07:01:00,3.9313414
6851,the number of likes for this review is 0. the version of the app is 32.0. finished the transfer but the balance did not increase,0,0,32.0,"it took 0 days 14:01:00 for the developer to reply to a user's review. dear bank friend, we would like to let you know that the bankapp application network is functioning normally. please consistently try again, ensuring that your internet connection is stable and that you are using the latest version of the bankapp app. if you are not encountering any issues, we would appreciate a -star rating. thanks, galih",0 days 14:01:00,0.81856185
6852,"the number of likes for this review is 0. the version of the app is 33.0. average, typical, or standard.",4,0,33.0,"it took 0 days 12:02:00 for the developer to reply to a user's review. hello bank friend, i appreciate your feedback. continue enhancing your banking experiences with bankapp. thanks~diva",0 days 12:02:00,3.6986165
6853,the number of likes for this review is 0. the version of the app is 17.0. extremely useful.,4,0,17.0,"it took 3 days 08:41:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. we hope the bankapp app simplifies your transactions. thanks~lena",3 days 08:41:00,3.8699744
6854,the number of likes for this review is 0. the version of the app is 29.0. highly beneficial.,4,0,29.0,it took 1 days 18:50:00 for the developer to reply to a user's review. we appreciate your use of the bankapp application. remember to explore the other exciting features that simplify transactions for bank friends. thanks! ~najwa,1 days 18:50:00,4.0161314
