Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,deberta_replyContent_pred
8061,the number of likes for this review is 0. the version of the app is nan. why did the recording keep failing?,4,0,,"it took nan for the developer to reply to a user's review. bank friends, ensure the video quality is optimal during face verification by avoiding overly bankght, backlit, or dark environments. if issues persist, kindly email the problem details to bankapp.co.id. if everything is fine, we would appreciate a -star rating. thanks~fadi",,3.98007
8062,the number of likes for this review is 0. the version of the app is 33.0. madep,4,0,33.0,"it took 8 days 06:53:00 for the developer to reply to a user's review. thank you for utilizing the bankapp app, and please remember to explore other exciting features that simplify transactions. thanks~banu",8 days 06:53:00,3.991936
8063,the number of likes for this review is 0. the version of the app is 33.0. bagusai,4,0,33.0,"it took 0 days 00:13:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other useful features for simpler transactions. thanks, shima.",0 days 00:13:00,4.006858
8064,the number of likes for this review is 0. the version of the app is 32.0. mantab,3,0,32.0,"it took 3 days 01:18:00 for the developer to reply to a user's review. hello friend bank, we appreciate the review. we hope the bankapp app simplifies your transactions. should you experience smooth usage, we look forward to your -star rating. thanks~riyo",3 days 01:18:00,3.0247679
8065,the number of likes for this review is 0. the version of the app is 33.0. aplikasi buruk sekali tidak bisa d andalkan,0,0,33.0,"it took 0 days 00:58:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you have faced. right now, the bankapp app is functioning normally. if you encounter any problems, please email the details to bankapp.co.id or contact bank's official whatsapp at . if everything is working fine for you, we would appreciate a -star rating from your bank friend. thanks ~ banu",0 days 00:58:00,0.11373024
8066,the number of likes for this review is 0. the version of the app is 32.0. alhamdulillah raoseun ngangge na,4,0,32.0,"it took 0 days 18:03:00 for the developer to reply to a user's review. i appreciate your feedback; please keep enhancing your banking experience with the bankapp app. thanks, diva",0 days 18:03:00,3.9606957
8067,the number of likes for this review is 0. the version of the app is 33.0. great bagus,4,0,33.0,"it took 0 days 00:03:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out the other fascinating features that simplify your transactions. thanks, banu.",0 days 00:03:00,4.0000763
8068,"the number of likes for this review is 0. the version of the app is 33.0. if it is possible to enhance the network quality for facial recordings, please do so, as currently, even uploading recordings for bankapp is failing despite the network being adequate, according to the sir code.",1,0,33.0,"it took 0 days 14:02:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the inconvenience you have faced. to help us investigate, kindly forward the received response as an image to bankapp.co.id. if there are no issues, we would appreciate a -star rating from you. thanks~ ulfa",0 days 14:02:00,0.14993967
8069,the number of likes for this review is 0. the version of the app is 33.0. very useful,2,0,33.0,"it took 0 days 01:24:00 for the developer to reply to a user's review. hello bank friend, we are grateful you chose the bankapp app. explore other exciting features for seamless transactions. if everything's working well for you, we had appreciate a -star rating. thanks~shima",0 days 01:24:00,2.940297
8070,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 0 days 00:27:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app, and remember to explore the additional exciting features that simplify transactions. thanks~rida",0 days 00:27:00,3.939946
8071,the number of likes for this review is 0. the version of the app is 33.0. excellent.,4,0,33.0,"it took 0 days 00:56:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. this will help us improve the bankapp app for better user convenience and satisfaction. thanks, erza",0 days 00:56:00,3.9445674
8072,"the number of likes for this review is 0. the version of the app is nan. incredibly useful, thank you, bankapp.",4,0,,"it took 12 days 21:01:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. make sure to explore other exciting features for seamless transactions. thanks, oscar.",12 days 21:01:00,3.9945533
8073,the number of likes for this review is 0. the version of the app is 33.0. the update is excessively large!,3,0,33.0,"it took 0 days 12:25:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app and encourage you to explore the other exciting features which simplify transactions. should you encounter any issues during transactions, kindly send the problem details to bankapp.co.id via email. thank you~sora",0 days 12:25:00,3.8825004
8074,"the number of likes for this review is 0. the version of the app is 33.0. oh no, it is tough to complete the verification. as soon as you hit the verify button, the application reopens. how are you supposed to verify it?",4,0,33.0,"it took 1 days 19:12:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other cool features that simplify transactions for bank friends. thanks, dio.",1 days 19:12:00,3.9968157
8075,the number of likes for this review is 0. the version of the app is 19.0. very helpful,4,0,19.0,"it took 3 days 19:42:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback; please keep boosting your banking transactions with the bankapp app. thanks, rida",3 days 19:42:00,3.9552968
8076,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 00:11:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app simplifies transactions for you. thanks, una.",0 days 00:11:00,3.9948332
8077,"the number of likes for this review is 0. the version of the app is nan. thank you very much bankapp for the information, it is very helpful in the payment process🙏😇",4,0,,"it took 0 days 11:05:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks ~ debi",0 days 11:05:00,3.9818878
8078,the number of likes for this review is 0. the version of the app is 33.0. mau top up dompet digital disuruh lewat bankapp. pas di bankapp disuruh lewat dompet digital. putar putar aja terus,0,0,33.0,"it took 0 days 17:36:00 for the developer to reply to a user's review. hello friend bank, we apologize for any issues you have encountered. the bankapp app is functioning normally at the moment. if you continue to face difficulties, please share the details through bank's official whatsapp at or email bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thank you~banu",0 days 17:36:00,0.08194054
8079,the number of likes for this review is 0. the version of the app is 30.0. hh,4,0,30.0,"it took 0 days 15:20:00 for the developer to reply to a user's review. dear bank friend, i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, arthur.",0 days 15:20:00,3.9511645
8080,the number of likes for this review is 0. the version of the app is nan. extremely useful and the service is improving.,4,0,,"it took 5 days 05:17:00 for the developer to reply to a user's review. thank you for your feedback. hopefully, the bankapp app will simplify your transactions. thanks, asri.",5 days 05:17:00,3.9875524
8081,the number of likes for this review is 0. the version of the app is 33.0. chill out and stay calm.,4,0,33.0,"it took 9 days 19:00:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. please remember to explore its other exciting features that simplify transactions. thanks~rida",9 days 19:00:00,3.9957569
8082,the number of likes for this review is 0. the version of the app is 33.0. mantap,3,0,33.0,"it took 0 days 02:19:00 for the developer to reply to a user's review. i appreciate the feedback, sobat bank. i hope the bankapp app simplifies your transactions. if you find bankapp easy to use, we look forward to your -star rating. thanks! banu",0 days 02:19:00,2.762438
8083,the number of likes for this review is 0. the version of the app is 33.0. kenapa gagal di verifikasi?? verifikasi e-kyc gagal maksud nya gimana,1,0,33.0,"it took 0 days 15:00:00 for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience caused. to assist with our investigation, please share the received response as an image through bank's official whatsapp at . if everything has gone smoothly, we would appreciate a -star rating from you. thank you~asri.",0 days 15:00:00,0.28283903
8084,the number of likes for this review is 0. the version of the app is 33.0. the best,4,0,33.0,"it took 0 days 22:23:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. please keep increasing your banking transactions with the bankapp app. thanks! ~rida",0 days 22:23:00,3.986383
8085,"the number of likes for this review is 0. the version of the app is 33.0. it is extremely difficult to visit the bank, and it’s not possible to accomplish it.",0,0,33.0,"it took 0 days 00:19:00 for the developer to reply to a user's review. hello bank friend, kindly ensure the video quality is optimal - it should not be overly bankght or facing away from the light. the face should be centered, not too dark, and there should be no additional faces or obstructing objects. please ensure you adhere to the instructions specified during face verification. thanks ~ diva",0 days 00:19:00,0.08105775
8086,the number of likes for this review is 0. the version of the app is 32.0. 😊👍,4,0,32.0,"it took 0 days 00:51:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 00:51:00,3.990488
8087,the number of likes for this review is 0. the version of the app is 32.0. like,4,0,32.0,it took 0 days 00:04:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks! ~lily,0 days 00:04:00,3.989927
8088,the number of likes for this review is 0. the version of the app is 33.0. mantaap apk,4,0,33.0,"it took 0 days 02:14:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. thanks, una.",0 days 02:14:00,3.977711
8089,"the number of likes for this review is 0. the version of the app is 36.0. why have you updated multiple times, yet it still is not working? despite reaching % completion, it restarts each time. please resolve this issue.",1,0,36.0,"it took 0 days 02:41:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. please email the specifics of the problem to bankapp.co.id for assistance. if everything is fine, we would appreciate a -star rating from you. thanks, riyo",0 days 02:41:00,0.16706449
8090,"the number of likes for this review is 0. the version of the app is 32.0. every photo/video upload always fails, i do not understand this application😓 why is it so difficult😫",2,0,32.0,"it took 0 days 13:54:00 for the developer to reply to a user's review. dear bank friends, please ensure that the video quality for face verification is optimal, avoiding excessive bankghtness, backlighting, and poor lighting. if issues persist, kindly email the problem details to bankapp.co.id. if everything works smoothly, we appreciate your -star rating. thanks~bevi",0 days 13:54:00,0.09433221
8091,the number of likes for this review is 0. the version of the app is 33.0. baguse,4,0,33.0,"it took 0 days 10:02:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions for bank friends. thanks, uswah.",0 days 10:02:00,3.9898686
8092,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 00:39:00 for the developer to reply to a user's review. hello bank friend, we appreciate you using bankapp. let us streamline and simplify your daily transactions. thanks~lena",0 days 00:39:00,3.9827225
8093,the number of likes for this review is 0. the version of the app is 33.0. jelek,0,0,33.0,"it took 0 days 02:28:00 for the developer to reply to a user's review. hello bank friend, we appreciate the feedback. we hope that the bankapp application will simplify your transactions. if everything works well, we would love to receive a -star rating from you. thank you~rida",0 days 02:28:00,2.884285
8094,the number of likes for this review is 0. the version of the app is 33.0. i appreciate it.,4,0,33.0,"it took 0 days 15:34:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to check out other exciting features that simplify transactions for bank friends. thanks, winky~",0 days 15:34:00,3.9952135
8095,"the number of likes for this review is 0. the version of the app is 33.0. thankfully, the application is satisfactory.",3,0,33.0,"it took 0 days 05:42:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~mia",0 days 05:42:00,3.9836228
8096,the number of likes for this review is 0. the version of the app is 33.0. simplify banking transactions,4,0,33.0,"it took 0 days 01:59:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia",0 days 01:59:00,3.9847744
8097,the number of likes for this review is 0. the version of the app is 23.0. nice,4,0,23.0,it took 0 days 00:51:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore other exciting features that simplify your transactions. thanks~mawar,0 days 00:51:00,3.9848607
8098,the number of likes for this review is 0. the version of the app is nan. very helpful with the bankapp ni application,4,0,,it took 0 days 08:11:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore and utilize other exciting features that simplify transactions. thanks~mawar,0 days 08:11:00,3.95433
8099,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 00:35:00 for the developer to reply to a user's review. hello friend bank, i appreciate the feedback. i hope the bankapp app simplifies transactions. thanks~riyo",0 days 00:35:00,3.9471617
8100,"the number of likes for this review is 0. the version of the app is 33.0. simple to operate, safe payments.",4,0,33.0,"it took 0 days 00:41:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks, una.",0 days 00:41:00,3.992702
8101,"the number of likes for this review is 1. the version of the app is 32.0. unhappy with this app, every time i try to upload photos and videos, it always fails and errors occur. it should be straightforward, not this difficult.",2,1,32.0,"it took 0 days 11:00:00 for the developer to reply to a user's review. bank friends, ensure the video quality is optimal during face verification. avoid excessively bankght, backlit, or overly dark conditions. if issues persist, email the problem details to bankapp.co.id. if everything works fine, we look forward to a -star rating from you. thanks~bevi",0 days 11:00:00,0.09946824
8102,"the number of likes for this review is 0. the version of the app is 33.0. if you do not want your transactions to be disrupted, avoid using bank. opt for a different bank instead. it is been five days and i still cannot access the bankapp account; ekyc keeps failing.",0,0,33.0,"it took 0 days 22:30:00 for the developer to reply to a user's review. hello bank customer, we are sorry for any inconvenience you faced. the bankapp network is usually functional for registrations. for further assistance, kindly share the details of the issue through whatsapp at or via email at bankapp.co.id. if everything is fine now, we would appreciate a -star rating from you. thanks~dio",0 days 22:30:00,0.5915949
8103,"the number of likes for this review is 0. the version of the app is 32.0. incredibly useful and simple, saving time.",3,0,32.0,"it took 0 days 00:22:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and if everything is smooth, we hope for a -star rating from our friends at bank. thanks, mawar.",0 days 00:22:00,2.7998629
8104,"the number of likes for this review is 0. the version of the app is nan. this application is extremely user-friendly. you can transfer funds, deposit cash, and withdraw money all without needing a card. thank you, bank.",4,0,,"it took 0 days 00:55:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features for convenient transactions. thanks, galih.",0 days 00:55:00,3.9905715
8105,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 00:28:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to explore other exciting features that simplify transactions for bank pals. thanks, dio.",0 days 00:28:00,4.00413
8106,the number of likes for this review is 0. the version of the app is 33.0. very satisfied,4,0,33.0,"it took 0 days 11:56:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. if everything went smoothly, we hope you will give us a -star rating. regards, najwa",0 days 11:56:00,2.744529
8107,the number of likes for this review is 0. the version of the app is 32.0. registration is very difficult even though it has followed the bankapp sop but the results still fail ah suckhhhhhh not like other bank applications easy and easy not complicated pbagusbagus nya bank 👎👎👎👎👎👎👎👎👎👎,0,0,32.0,"it took 0 days 00:09:00 for the developer to reply to a user's review. hello bank friend, to verify, please send a reply as an image using bank's official whatsapp number or email bankapp.co.id. if everything is alright, we hope for a -star rating from bank friends. thanks~una",0 days 00:09:00,0.06048801
8108,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 08:40:00 for the developer to reply to a user's review. we appreciate you choosing the bankapp app. remember to try out its other exciting features for seamless transactions. thanks, galih.",0 days 08:40:00,3.9651308
8109,"the number of likes for this review is 0. the version of the app is 33.0. extremely easy, extremely nice.",4,0,33.0,"it took 5 days 20:28:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, lily.",5 days 20:28:00,3.9878123
8110,the number of likes for this review is 0. the version of the app is 33.0. pleasant and simple to get along with.,4,0,33.0,"it took 0 days 00:29:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. keep boosting your banking activities with the bankapp app. thanks~rida",0 days 00:29:00,3.9847736
8111,"the number of likes for this review is 0. the version of the app is 7.0. i was instructed to update, but i cannot open it because it keeps prompting me for an update.",0,0,7.0,"it took 0 days 11:41:00 for the developer to reply to a user's review. we apologize for any inconvenience you may have encountered. please ensure that you keep updating to the latest version of the bankapp application, which is , for smooth transactions. also, verify that your internet connection is stable and normal. thanks, heru.",0 days 11:41:00,0.3640153
8112,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 10 days 00:51:00 for the developer to reply to a user's review. hello friend bank, i appreciate your feedback. keep using the bankapp app and take advantage of its transaction ease. thanks~una",10 days 00:51:00,3.9926486
8113,the number of likes for this review is 0. the version of the app is 32.0. pleasant and secure.,4,0,32.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~arthur",0 days 00:24:00,3.944223
8114,"the number of likes for this review is 0. the version of the app is 28.0. go back to the use of the atm card system. the bank atm is consistently busy and overcrowded. if the card is canceled, we will need to go to bankapp to deposit money, which will delay our work and lengthen the lines at the bank atm.",0,0,28.0,"it took 0 days 00:11:00 for the developer to reply to a user's review. hello bank friend, we are sorry for any trouble you have encountered. atm card features depend on your account type. for further assistance, kindly email the details to bankapp.co.id. if everything is working fine, we would appreciate a -star rating from you. thank you ~sora",0 days 00:11:00,0.14593293
8115,the number of likes for this review is 0. the version of the app is 33.0. there is still limited knowledge about bankapp.,4,0,33.0,"it took 2 days 08:29:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. thanks~najwa",2 days 08:29:00,3.9769375
8116,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 07:11:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",0 days 07:11:00,3.978974
8117,the number of likes for this review is 0. the version of the app is 33.0. extremely useful. excellent.!!!,4,0,33.0,"it took 0 days 01:50:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. we hope the bankapp app simplifies your transactions. thanks~una",0 days 01:50:00,3.9848108
8118,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 2 days 03:04:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app and remember to explore other exciting features that simplify transactions. thanks~najwa",2 days 03:04:00,3.934846
8119,the number of likes for this review is 0. the version of the app is 33.0. mantap jiwa,4,0,33.0,it took 0 days 14:02:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other exciting features that simplify transactions. thanks! ~mawar,0 days 14:02:00,4.003297
8120,the number of likes for this review is 0. the version of the app is 32.0. bagus,4,0,32.0,"it took nan for the developer to reply to a user's review. dear bank friend, we are sorry for any issues you have encountered. to follow up, please provide the problem details through whatsapp at or email us at bankapp.co.id. if you have not faced any issues, we would appreciate a -star rating from you. thanks~yuka",,3.9609919
8121,the number of likes for this review is 0. the version of the app is 33.0. gooduse for now,4,0,33.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and please remember to explore other useful features designed to simplify transactions for bank friends. thanks~najwa",0 days 00:24:00,3.9565911
8122,the number of likes for this review is 0. the version of the app is 33.0. 👍👍👍👍👍👍,4,0,33.0,"it took 0 days 22:27:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. keep boosting your banking transactions with the bankapp app. thanks~rida",0 days 22:27:00,3.984231
8123,"the number of likes for this review is 0. the version of the app is 33.0. why do you always fail to fill in the initial id card? why does it have to be difficult, even though i already have it",0,0,33.0,"it took 0 days 15:07:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. for further responses, send images via whatsapp to or email to bankapp.co.id. thanks, uswah.",0 days 15:07:00,0.49002805
8124,the number of likes for this review is 0. the version of the app is nan. extremely useful.,4,0,,"it took 0 days 00:46:00 for the developer to reply to a user's review. appreciate the feedback. we hope the bankapp app simplifies your transactions. cheers, chess.",0 days 00:46:00,4.0065317
8125,"the number of likes for this review is 0. the version of the app is 33.0. sure, please provide the sentence you would like me to understand and rephrase.",3,0,33.0,"it took 5 days 21:24:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. if everything goes well with bankapp, we look forward to a -star rating from you. thanks, heru.",5 days 21:24:00,3.0268228
8126,the number of likes for this review is 0. the version of the app is nan. saya sudah perbarui. .eh sesudah d perbarui susah masuk lgi .katanya periksa usname dan kata sandi anda padahal udah bener,0,0,,"it took 0 days 00:35:00 for the developer to reply to a user's review. we apologize for any disturbance caused. should you encounter any issues, kindly provide full details through whatsapp at or email at bankapp.co.id for verification and action. if everything has been satisfactory, we would appreciate a -star rating from you. thank you! ~johan",0 days 00:35:00,0.0514525
8127,the number of likes for this review is 0. the version of the app is 33.0. it is simple—you can stay at home.,4,0,33.0,"it took 15 days 08:41:00 for the developer to reply to a user's review. hello sobat bank, thanks for your feedback. keep boosting your banking activities with the bankapp app. thanks~rida",15 days 08:41:00,3.9305587
8128,"the number of likes for this review is 0. the version of the app is 32.0. disappointing application, transfer many times still cannot do it.",0,0,32.0,"it took 0 days 21:01:00 for the developer to reply to a user's review. dear bank friend, we want to let you know that the bankapp app network is functioning correctly. kindly try again periodically, ensure your internet connection is stable, and that you’re using the latest version of the bankapp app. if you haven’t faced any issues, we would appreciate a -star rating from you. thank you, belin.",0 days 21:01:00,0.20763658
8129,the number of likes for this review is 0. the version of the app is 33.0. effortless and user-friendly.,4,0,33.0,"it took 0 days 00:51:00 for the developer to reply to a user's review. we appreciate you utilizing the bankapp app. remember to explore other exciting features for a seamless transaction experience. thanks, galih.",0 days 00:51:00,3.980757
8130,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 17:10:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out our other exciting features that simplify transactions. thanks, mawar.",0 days 17:10:00,3.9897234
8131,"the number of likes for this review is 0. the version of the app is 33.0. validation is challenging and often unsuccessful, even when following guidelines, necessitating human intervention despite the difficulty.",0,0,33.0,"it took 0 days 00:20:00 for the developer to reply to a user's review. dear bank friend, we are sorry for the inconveniences you have faced. for further assistance, kindly send a detailed message to bank's official whatsapp at or email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks, lena.",0 days 00:20:00,0.18574008
8132,the number of likes for this review is 0. the version of the app is 33.0. very helpful when we want to transact but far from an atm machine.,4,0,33.0,"it took 0 days 08:00:00 for the developer to reply to a user's review. i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, asri.",0 days 08:00:00,3.9812875
8133,"the number of likes for this review is 0. the version of the app is nan. more complete application before the update, is there no baf kbagus installment? there is only otto installment",4,0,,"it took nan for the developer to reply to a user's review. bank friends, kindly share the specifics of the issue through whatsapp at or email bankapp.co.id. the bankapp app has now been enhanced for better performance. we request a -star rating from bank pals in the review. thanks! ~tika",,3.9828134
8134,the number of likes for this review is 0. the version of the app is nan. ko is not available for download.,1,0,,"it took 0 days 08:33:00 for the developer to reply to a user's review. dear bank friend, we wanted to let you know that the bankapp app is functioning normally. kindly try again periodically and ensure a stable internet connection. if everything is working well for you, we would appreciate a -star rating. thanks ~ debi",0 days 08:33:00,0.2343814
8135,the number of likes for this review is 0. the version of the app is 33.0. highly useful for completing transactions.,4,0,33.0,"it took 0 days 00:09:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~mia",0 days 00:09:00,3.9834015
8136,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 14 days 04:18:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. this will help us improve the bankapp app to enhance user ease and satisfaction. thanks~erza",14 days 04:18:00,3.9767427
8137,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 1 days 17:00:00 for the developer to reply to a user's review. thank you for using the bankapp app, and remember to explore other exciting features that simplify transactions for bank friends. thanks~najwa",1 days 17:00:00,3.9898765
8138,the number of likes for this review is 0. the version of the app is 33.0. 👍👍,4,0,33.0,"it took 9 days 08:26:00 for the developer to reply to a user's review. hello bank friend, thanks for your feedback. we hope the bankapp app simplifies your transactions. regards, satria",9 days 08:26:00,4.0049357
8139,the number of likes for this review is 0. the version of the app is nan. extremely pleased.,4,0,,"it took 0 days 15:37:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other exciting features that simplify transactions. thanks, arum.",0 days 15:37:00,3.9877253
8140,"the number of likes for this review is 0. the version of the app is 33.0. this app is very easy to use. transactions are simpler. fantastic app overall. hurry up and download it, so you do not have to leave the house for transactions.",4,0,33.0,"it took 0 days 00:33:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app and remember to explore other exciting features that simplify transactions. thanks~diva",0 days 00:33:00,3.9922273
8141,the number of likes for this review is 0. the version of the app is 33.0. already upgraded it still cannot be a bad application,0,0,33.0,"it took 0 days 05:23:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. for further assistance, please share the details of the problem via whatsapp at or email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~diva",0 days 05:23:00,0.19220379
8142,the number of likes for this review is 0. the version of the app is nan. baguse,4,0,,"it took 16 days 01:37:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. best, uswah",16 days 01:37:00,3.9622622
8143,"the number of likes for this review is 0. the version of the app is 32.0. whenever i attempt to create bankapp, it consistently fails, and the sir error code shows up.",1,0,32.0,"it took 0 days 13:51:00 for the developer to reply to a user's review. hello bank friend, kindly retry the registration process after hours. ensure the video quality is high. if issues persist, please provide details of the problems via whatsapp at or email us at bankapp.co.id. if everything goes smoothly, we would appreciate a -star rating from your friend. thank you~ shima",0 days 13:51:00,0.18148799
8144,the number of likes for this review is 0. the version of the app is nan. certainly! please provide the sentence you would like me to rephrase.,4,0,,it took 0 days 00:44:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other cool features that simplify transactions for bank friends. thanks! -winky,0 days 00:44:00,3.9950876
8145,the number of likes for this review is 0. the version of the app is 33.0. is it possible for me to enable this application without visiting the bank?,2,0,33.0,"it took 0 days 02:42:00 for the developer to reply to a user's review. hello bank friend, if you intend to sign up for bankapp, you can do so without going to a bank branch. simply register through the app by choosing the ""do not have an account"" menu and then selecting ""register bankapp"". if you find bankapp easy to use, we would appreciate a -star rating from you. thank you~riyo",0 days 02:42:00,0.2926689
8146,"the number of likes for this review is 0. the version of the app is 33.0. extremely useful for transactions, but the downside is that our funds deplete constantly, preventing us from saving any money . haha.",3,0,33.0,"it took 0 days 02:00:00 for the developer to reply to a user's review. hello bank buddy, we appreciate your feedback. if everything is working fine with the bankapp app, we hope you will consider giving us a -star rating. thanks~belin",0 days 02:00:00,2.6923327
8147,"the number of likes for this review is 0. the version of the app is 33.0. i cannot take photos despite several attempts. i've downloaded the app twice, but it still does not work. even the gk cannot do it. this is frustrating because i have an account book and activated bankapp to simplify things, but i cannot proceed. i'll just uninstall it again.",0,0,33.0,"it took 0 days 00:37:00 for the developer to reply to a user's review. hello bank buddy, kindly ensure that the phone has permission to access videos/photos when using bankapp. if you continue to encounter issues, please provide the details of your problem via whatsapp at or email at bankapp.co.id. if everything is working smoothly, we would appreciate a -star rating from you. thank you, shima.",0 days 00:37:00,0.09036295
8148,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 02:55:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",0 days 02:55:00,3.9847775
8149,the number of likes for this review is 0. the version of the app is 33.0. satisfactory public service👍,4,0,33.0,"it took 0 days 00:14:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore its other exciting features for hassle-free transactions. thanks, oscar.",0 days 00:14:00,3.9966269
8150,"the number of likes for this review is 1. the version of the app is nan. for trf to bke /seabank bank there is no bi fast, bni mobile can use bi fast, bankapp cannot. waiting for the update, sir.",0,1,,"it took 1 days 22:30:00 for the developer to reply to a user's review. hello bank friend, bi-fast transactions can be sent to any account listed with bi-fast. you can also perform these transactions using the online transfer option. if everything has been working smoothly, we hope to receive a -star rating from you. thanks~shima",1 days 22:30:00,0.8885702
8151,"the number of likes for this review is 0. the version of the app is 33.0. it was already good, but it improved even more.",4,0,33.0,"it took 0 days 04:28:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope that the bankapp app simplifies your transactions. thanks ~ debi",0 days 04:28:00,3.9732645
8152,the number of likes for this review is 0. the version of the app is 23.0. pleasant,4,0,23.0,"it took 0 days 02:17:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 02:17:00,4.000402
