Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,roberta_review_pred
7248,"the number of likes for this review is 0. the version of the app is 33.0. aplikasi nggak jelas nggak bisa di pake transaksi. kalau belum siap buat di pakai,nasabah jangan dulu di sugest install yang repot siapa, nasabah nasabah juga. mau bayar apa apa tidak bisa",0,0,33.0,"it took 0 days 02:49:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. to address them further, please email the details to bankapp.co.id. if you have had no issues, we would appreciate a -star rating from you. thanks~riyo",0 days 02:49:00,0.39504105
7249,"the number of likes for this review is 0. the version of the app is nan. each time i try to sign up, it never works. i've attempted countless times already.",0,0,,"it took 0 days 14:12:00 for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience caused. for verification, kindly share the response you received as an image through bank's official whatsapp number or via email at bankapp.co.id. if everything is fine and you have not faced any issues, we would appreciate a -star rating from you. thank you, asri",0 days 14:12:00,0.19037472
7250,"the number of likes for this review is 0. the version of the app is nan. i entered the incorrect password and tried to reset it, but i did not receive the verification message.",0,0,,"it took 0 days 11:07:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you encountered. to proceed, kindly send the displayed information through bank's whatsapp service at or via email at bankapp.co.id. thanks~una",0 days 11:07:00,0.37080127
7251,"the number of likes for this review is 0. the version of the app is 33.0. registering for mobile banking is extremely challenging. this application is supposed to simplify the process for customers, yet it complicates things instead. ideally, registration could be done from anywhere, but ultimately, a visit to the bank is required, which is very frustrating.",0,0,33.0,"it took 0 days 02:52:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the trouble caused. should you have any issues, please share the specifics through bank's official whatsapp at or via email at bankapp.co.id. if bankapp works well for you, we would appreciate a -star rating. thanks~lily",0 days 02:52:00,0.106108226
7252,the number of likes for this review is 0. the version of the app is 33.0. 👍,4,0,33.0,"it took 0 days 00:12:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 00:12:00,3.8753104
7253,the number of likes for this review is 0. the version of the app is nan. nice,4,0,,"it took 0 days 00:04:00 for the developer to reply to a user's review. hello friend bank, i appreciate your feedback. i hope the bankapp app simplifies transactions. thanks, sammy",0 days 00:04:00,3.9805105
7254,the number of likes for this review is 0. the version of the app is 31.0. sangat membantu trimakasih bankapp🙂🙂🙂,4,0,31.0,"it took 0 days 00:22:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. do not forget to try out the other exciting features that simplify transactions. thanks ~rida",0 days 00:22:00,3.9528103
7255,the number of likes for this review is 0. the version of the app is 33.0. good service,4,0,33.0,it took 0 days 00:06:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore the other exciting features that simplify transactions. thanks! ~banu,0 days 00:06:00,3.8425512
7256,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 01::00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features that simplify transactions. regards, mawar",0 days 01::00,3.9538171
7257,"the number of likes for this review is 0. the version of the app is 33.0. complicating the registration process and prompting reinstallation rather than simplifying things, only makes it more frustrating.",0,0,33.0,"it took 0 days 00:52:00 for the developer to reply to a user's review. hi bank friend, to facilitate our review and response, kindly share a picture of the display you received to whatsapp or email bankapp.co.id. if everything is satisfactory, we look forward to a -star rating from you. thanks~diva",0 days 00:52:00,0.088663116
7258,the number of likes for this review is 0. the version of the app is 33.0. recommended,4,0,33.0,it took 0 days 03:12:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore additional exciting features that simplify transactions. thanks~arum,0 days 03:12:00,3.9399877
7259,the number of likes for this review is 0. the version of the app is 32.0. i am grateful and very pleased with our bank.,4,0,32.0,"it took 1 days 15:44:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore the other exciting features that simplify transactions for bank friends. thanks, dio.",1 days 15:44:00,3.8613026
7260,the number of likes for this review is 0. the version of the app is 32.0. sip lah,4,0,32.0,"it took nan for the developer to reply to a user's review. dear friend bank, we are sorry for the issues you faced. to help us address them, please email the specifics of your bankapp application issues to bankapp.co.id. if you have not encountered any problems, we would appreciate a -star rating from you. thank you, ~arthur",,3.754626
7261,the number of likes for this review is 0. the version of the app is nan. increase the difficulty.,0,0,,"it took 0 days 02:36:00 for the developer to reply to a user's review. hello friend bank, sorry for the inconvenience caused. for further assistance, please provide the problem details through bank's whatsapp service at or email bankapp.co.id. thank you~heru",0 days 02:36:00,0.2791756
7262,the number of likes for this review is 0. the version of the app is 32.0. mantapde,4,0,32.0,"it took 0 days 18:51:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. continue enhancing your banking activities with bankapp. thanks~diva",0 days 18:51:00,3.8957467
7263,the number of likes for this review is 0. the version of the app is nan. sulit upgrate knp yaa,0,0,,"it took 0 days 22:05:00 for the developer to reply to a user's review. hello, friend bank! sorry for the inconvenience during the transaction. to address this issue, kindly provide detailed information through whatsapp at or email at bankapp.co.id. if everything is resolved, we would appreciate a -star review from you, our bank friend. thanks~diva",0 days 22:05:00,2.544832
7264,"the number of likes for this review is 0. the version of the app is 32.0. smooth transactions, -star reviews👍⭐️⭐️⭐️⭐️⭐️",4,0,32.0,"it took 0 days 01:43:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app simplifies transactions. thanks, sammy.",0 days 01:43:00,3.9404883
7265,the number of likes for this review is 0. the version of the app is 33.0. pbagusbagusnya baguseh lah.,4,0,33.0,"it took 0 days 01:56:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and please remember to explore other exciting features that simplify transactions. thanks, mawar.",0 days 01:56:00,3.9287822
7266,"the number of likes for this review is 0. the version of the app is 21.0. could you request a solution, boss? my id card is not clear, is there an alternative way to register?",1,0,21.0,"it took 0 days 08:21:00 for the developer to reply to a user's review. hello bank friend, kindly update your e-ktp and re-register with bankapp, ensuring the information matches the registered account data. if everything goes smoothly, we hope for a -star rating from you. thanks~najwa",0 days 08:21:00,1.185909
7267,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 00:18:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and please remember to check out other intriguing features that simplify transactions. thanks, mawar.",0 days 00:18:00,3.9098215
7268,the number of likes for this review is 0. the version of the app is 33.0. highly dependable,4,0,33.0,"it took 0 days 14:52:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other convenient features for easier transactions. thanks, mawar.",0 days 14:52:00,3.9173558
7269,the number of likes for this review is 0. the version of the app is 32.0. excellent application and transactions are completed very quickly.,3,0,32.0,"it took 0 days 00:57:00 for the developer to reply to a user's review. dear friend bank, thanks for the feedback. we hope the bankapp app simplifies your transactions. if everything is running smoothly, we would appreciate a -star rating from you. thanks~arthur",0 days 00:57:00,3.8649864
7270,the number of likes for this review is 0. the version of the app is 33.0. top,4,0,33.0,"it took 0 days 01:19:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~satria",0 days 01:19:00,3.9663634
7271,the number of likes for this review is 0. the version of the app is 33.0. mantap joss!!!,4,0,33.0,"it took 4 days 08:14:00 for the developer to reply to a user's review. i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, chess.",4 days 08:14:00,3.8169124
7272,the number of likes for this review is 0. the version of the app is 33.0. it is amazing that the application is not ready for verification just take a photo of id card cannot . unbelievable,0,0,33.0,"it took 0 days 03:58:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues encountered. for further assistance, please provide the problem details through bank's whatsapp service at or via email at bankapp.co.id. thanks~erza",0 days 03:58:00,0.12057307
7273,the number of likes for this review is 0. the version of the app is 33.0. iya,4,0,33.0,"it took 13 days 22:52:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to explore other exciting features that simplify transactions. thanks~una",13 days 22:52:00,3.8508706
7274,"the number of likes for this review is 0. the version of the app is 33.0. sure, much appreciated.",4,0,33.0,"it took 0 days 03:33:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us streamline and simplify your daily transactions. thanks~bevi",0 days 03:33:00,3.7530992
7275,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 01:47:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope that the bankapp app simplifies your transactions. thanks, mia.",0 days 01:47:00,3.9125786
7276,the number of likes for this review is 0. the version of the app is nan. face verification it still fails. strange.,0,0,,"it took 0 days 13:05:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you encountered. for further assistance, please provide the details through bank whatsapp service at or email bankapp.co.id. thanks~una",0 days 13:05:00,0.35161623
7277,the number of likes for this review is 0. the version of the app is 34.0. mantap,4,0,34.0,"it took 9 days 20:25:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore its other exciting features for effortless transactions. thanks, yuka.",9 days 20:25:00,3.952987
7278,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 10:14:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, mawar",0 days 10:14:00,3.7495792
7279,the number of likes for this review is 0. the version of the app is 32.0. fast transaction,4,0,32.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore other exciting features for seamless transactions. thanks, oscar.",0 days 00:24:00,3.9237313
7280,"the number of likes for this review is 0. the version of the app is 32.0. thank god, the transactions are becoming simpler; thank you, bankapp.",4,0,32.0,"it took 13 days 01:26:00 for the developer to reply to a user's review. hello friend bank, thanks for the feedback. keep using the bankapp app and experience the ease of transactions. thanks~diva",13 days 01:26:00,3.9572372
7281,the number of likes for this review is 0. the version of the app is 32.0. good navigation structure,4,0,32.0,"it took 10 days 00:03:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~satria",10 days 00:03:00,3.9736402
7282,the number of likes for this review is 0. the version of the app is 33.0. beneficial for nurturing the spirit.,4,0,33.0,"it took 9 days 22:02:00 for the developer to reply to a user's review. thank you for the feedback. i hope the bankapp app simplifies your transactions. thanks, una.",9 days 22:02:00,3.8499093
7283,the number of likes for this review is 0. the version of the app is 32.0. it is simple and convenient 😊,4,0,32.0,"it took 0 days 02:11:00 for the developer to reply to a user's review. hello friend bank, we appreciate you choosing bankapp. let us streamline and simplify your everyday transactions. thanks~lena",0 days 02:11:00,3.8771815
7284,the number of likes for this review is 0. the version of the app is 17.0. additional oversight is necessary for managing fraudulent or criminal banking activities.,4,0,17.0,"it took 0 days 00:59:00 for the developer to reply to a user's review. hello friend bank, bank bank continuously ensures the safety and privacy of customer information. always remain vigilant, avoid sharing personal information, and do not heed guidance from unknown sources for secure and smooth transactions. thanks~ulfa",0 days 00:59:00,2.8307753
7285,"the number of likes for this review is 0. the version of the app is 32.0. pbagusbagus e nek kowe ngutangi aku josss jos wae,bungane disitikne meneh yyo",4,0,32.0,"it took 13 days 18:53:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your review. keep enhancing your banking transactions through the bankapp app. thanks, rida.",13 days 18:53:00,0.18604986
7286,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 11 days 03:53:00 for the developer to reply to a user's review. hello friend bank, thanks for choosing bankapp. we aim to simplify and streamline your everyday transactions. appreciate it~lena",11 days 03:53:00,3.833271
7287,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 16 days 05:07:00 for the developer to reply to a user's review. thank you for your feedback. we hope that the bankapp app simplifies your transactions. thanks, uswah.",16 days 05:07:00,3.9568374
7288,the number of likes for this review is 0. the version of the app is 32.0. make it easy,4,0,32.0,"it took 8 days 09:43:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",8 days 09:43:00,3.911558
7289,the number of likes for this review is 0. the version of the app is 33.0. quite good,2,0,33.0,"it took 0 days 20:13:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. if you enjoy using bankapp without any issues, we are looking forward to a -star rating from you. thanks~johan",0 days 20:13:00,3.959594
7290,the number of likes for this review is 0. the version of the app is 33.0. i'm unable to complete a transaction.i need assistance.,0,0,33.0,"it took 0 days 09:05:00 for the developer to reply to a user's review. hello friend bank, we apologize for any issues you have faced. for investigation, kindly email us a photo of the response to bankapp.co.id. if everything is resolved, please consider giving us a -star rating. thanks! ~ulfa",0 days 09:05:00,0.7006308
7291,the number of likes for this review is 0. the version of the app is 33.0. mantep,4,0,33.0,"it took 0 days 01:21:00 for the developer to reply to a user's review. hello friend bank, i appreciate your feedback. i hope the bankapp app simplifies transactions for you. thanks, una",0 days 01:21:00,3.9122298
7292,"the number of likes for this review is 0. the version of the app is 32.0. ""efficient assistance is appreciated.""",4,0,32.0,it took 0 days 00:32:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app; please remember to explore other exciting features for seamless transactions. thanks~oscar,0 days 00:32:00,3.9835865
7293,the number of likes for this review is 0. the version of the app is 32.0. extremely useful and excellent.,4,0,32.0,"it took 0 days 00:07:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks! best regards, diva",0 days 00:07:00,3.8505318
7294,"the number of likes for this review is 0. the version of the app is nan. i've attempted multiple times, but i am unable to use this application. he claimed it would simplify transactions, yet it complicates them.",0,0,,"it took 0 days 00:19:00 for the developer to reply to a user's review. hello friend bank, we apologize for the issues you have faced. for further assistance, kindly send the details of the problem to bankapp.co.id. if you have no issues, we would appreciate a -star rating from you. thank you~ulfa",0 days 00:19:00,0.08475834
7295,the number of likes for this review is 0. the version of the app is nan. unable to input the registered mobile number.,1,0,,"it took 0 days 00:41:00 for the developer to reply to a user's review. hello friend bank, sorry for the inconvenience caused. to address it further, please share the problem details via whatsapp at or email at bankapp.co.id. thanks~uswah",0 days 00:41:00,0.9602888
7296,the number of likes for this review is 0. the version of the app is 33.0. tolong dong di perbaiki kenapa sering ada gangguan transaksi bikin kesal aja,2,0,33.0,"it took 0 days 02:23:00 for the developer to reply to a user's review. hello bank friend, we had like to let you know that bankapp transactions are operating normally. if you encounter any issues, please send the details via email to bankapp.co.id for further assistance. if everything is working fine, we had appreciate a -star rating from your bank friend. thanks~uswah",0 days 02:23:00,0.44590262
7297,"the number of likes for this review is 0. the version of the app is nan. convenient and effortless, there is no need to wait in line for transfers.",2,0,,"it took 0 days 15:44:00 for the developer to reply to a user's review. hello friend bank, we appreciate the review. we hope to receive stars if the transaction went smoothly. thanks~diva",0 days 15:44:00,3.8410604
7298,the number of likes for this review is 0. the version of the app is 32.0. pleasant.,4,0,32.0,"it took 13 days 09:36:00 for the developer to reply to a user's review. we appreciate you choosing the bankapp app. be sure to explore other exciting features that simplify transactions for our bank friends. thanks, lena.",13 days 09:36:00,3.9977205
7299,"the number of likes for this review is 0. the version of the app is 33.0. so far, bankapp has been very reliable; i've been using it for nearly four years without any issues.",4,0,33.0,"it took 0 days 20:59:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies transactions for bank pals. thanks~sammy",0 days 20:59:00,3.6718738
7300,"the number of likes for this review is 0. the version of the app is 32.0. up until now, the bankapp app has been very supportive of my banking tasks.",4,0,32.0,"it took 1 days 09:16:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. do not forget to explore other exciting features that simplify your transactions. thanks~rida",1 days 09:16:00,3.677723
7301,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 08:45:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to try out other exciting features that simplify transactions. thanks, mawar.",0 days 08:45:00,3.826093
7302,the number of likes for this review is 0. the version of the app is nan. it is quite challenging to sign up; it keeps failing whenever videos are being recorded.,0,0,,"it took 0 days 17:48:00 for the developer to reply to a user's review. dear bank friend, if you encounter any issues, kindly email the details to bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~mawar",0 days 17:48:00,0.020886501
7303,the number of likes for this review is 0. the version of the app is 29.0. mantap,4,0,29.0,"it took 9 days 21:56:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out other exciting features to make your transactions easier. thanks, yuka.",9 days 21:56:00,3.9539022
7304,the number of likes for this review is 0. the version of the app is nan. difficult to activate,0,0,,"it took 0 days 01:05:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you have encountered. to proceed, please provide a detailed message through bank's official whatsapp at or via email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks ~winky",0 days 01:05:00,0.21529722
7305,"the number of likes for this review is 0. the version of the app is 32.0. so straightforward, so uncomplicated, yet terrified of being shattered.",2,0,32.0,"it took 0 days 12:31:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. to address them, kindly send the problem details to bankapp.co.id. if there have been no issues, we hope you will give us a -star rating. thanks~sora",0 days 12:31:00,3.8126323
7306,"the number of likes for this review is 0. the version of the app is 31.0. i have attempted five times, but tdk cannot. even though i have a bank account, i am unable to access the bankapp application.",0,0,31.0,"it took 1 days 18:24:00 for the developer to reply to a user's review. dear bank customer, we apologize for any troubles you may have faced. to assist further, please share the received response as an image through bank's official whatsapp at . if everything is functioning well, we would appreciate a -star rating from you. thank you~asri",1 days 18:24:00,0.33900407
7307,the number of likes for this review is 0. the version of the app is 33.0. cannot sign in again.,1,0,33.0,"it took 0 days 01:26:00 for the developer to reply to a user's review. hello friend bank, we are verifying that the bankapp application is functioning properly at the moment. please try making transactions periodically or shortly, ensuring a stable network connection and that you are using the latest version of bankapp for seamless transactions. if issues persist, kindly report them via email at bankapp.co.id. thanks~oscar",0 days 01:26:00,0.29426625
7308,the number of likes for this review is 0. the version of the app is nan. very good,4,0,,"it took 8 days 11:06:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app simplifies transactions. thanks, sammy.",8 days 11:06:00,3.7536845
7309,the number of likes for this review is 0. the version of the app is 33.0. sangat membantu,4,0,33.0,"it took 0 days 00:28:00 for the developer to reply to a user's review. we appreciate you using the bankapp app! remember to try out the other cool features that simplify transactions for bank friends. thanks, banu.",0 days 00:28:00,3.9537382
7310,the number of likes for this review is 0. the version of the app is nan. rekomend,4,0,,"it took 0 days 00:24:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to try out other exciting features for seamless transactions. thanks, galih.",0 days 00:24:00,3.5356746
7311,the number of likes for this review is 1. the version of the app is 33.0. extremely useful.,4,1,33.0,"it took 0 days 01:27:00 for the developer to reply to a user's review. we appreciate you utilizing the bankapp app; remember to explore its other exciting features to simplify your transactions. regards, galih.",0 days 01:27:00,3.9312973
7312,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 0 days 00:07:00 for the developer to reply to a user's review. we appreciate you utilizing the bankapp app and please remember to explore other exciting features that simplify your transactions. thanks, una.",0 days 00:07:00,3.9661558
7313,the number of likes for this review is 0. the version of the app is 32.0. pleasant,4,0,32.0,"it took 0 days 08:05:00 for the developer to reply to a user's review. hello friend bank, we appreciate your use of the bankapp app. let us simplify and streamline your daily transactions. thanks, mia.",0 days 08:05:00,3.939433
7314,the number of likes for this review is 0. the version of the app is 34.0. very helpful,4,0,34.0,"it took 9 days 20:59:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other exciting features for smoother transactions. thanks, yuka.",9 days 20:59:00,3.956056
7315,the number of likes for this review is 0. the version of the app is nan. i am very satisfied with the bankapp bank kren application.,4,0,,it took 0 days 18:56:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify your transactions. thanks~mawar,0 days 18:56:00,3.761473
7316,"the number of likes for this review is 0. the version of the app is 33.0. simple, secure, and quick.",4,0,33.0,it took 0 days 01:01:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other fascinating features that simplify transactions. thanks! - mawar,0 days 01:01:00,3.914844
7317,the number of likes for this review is 0. the version of the app is 32.0. the error remains in the signature field due to sism code.,0,0,32.0,"it took 0 days 04:02:00 for the developer to reply to a user's review. hello, bank friend. sorry for the trouble you have had. if sism information shows up, you should clear the cache or uninstall and then reinstall the bankapp app. ensure your internet connection is stable. if everything works fine, we would appreciate a -star rating from you. thanks ~ rida",0 days 04:02:00,0.61855966
7318,the number of likes for this review is 0. the version of the app is 33.0. using this app makes it easy,3,0,33.0,"it took 0 days 21:17:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. we hope the bankapp app simplifies your transactions. if you encounter no issues with the bankapp application, we would appreciate a -star rating from you. thanks~lily",0 days 21:17:00,3.854212
7319,the number of likes for this review is 0. the version of the app is 32.0. sangat bagus 👌,3,0,32.0,"it took 0 days 01:31:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to check out other exciting features that simplify your transactions. thanks~sora",0 days 01:31:00,3.9650602
7320,the number of likes for this review is 0. the version of the app is nan. keren,4,0,,"it took 8 days 09:53:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria",8 days 09:53:00,3.7152011
7321,"the number of likes for this review is 0. the version of the app is nan. praise be to god, i can now sign up using the bankapp app on my phone. the registration process is very simple. thank you, bankapp, and best wishes for continued success.",4,0,,"it took nan for the developer to reply to a user's review. hello bank friend, during verification ensure the video quality is clear, nobody is seen reversing, and the lighting is adequate. if you encounter any issues, please report them via bank's official whatsapp at or email bankapp.co.id. if everything goes smoothly, we would appreciate a -star rating from you. thanks~satria",,3.9547064
7322,the number of likes for this review is 0. the version of the app is 33.0. josss,4,0,33.0,"it took 0 days 02:50:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",0 days 02:50:00,3.9900317
7323,the number of likes for this review is 0. the version of the app is nan. very helpful,4,0,,it took 0 days 04:24:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other exciting features that simplify your transactions. thanks! ~mawar,0 days 04:24:00,3.7968802
7324,the number of likes for this review is 0. the version of the app is 33.0. 😍😅💸💰,4,0,33.0,"it took 2 days 13:10:00 for the developer to reply to a user's review. hello friend bank, thanks for using the bankapp app! do not forget to explore other exciting features that simplify transactions. thanks, najwa.",2 days 13:10:00,3.789177
7325,"the number of likes for this review is 0. the version of the app is 33.0. efficient, quick, and simple.",4,0,33.0,"it took 0 days 01:31:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to explore other exciting features designed to make transactions simpler for bank friends. thanks, una.",0 days 01:31:00,3.8401926
7326,"the number of likes for this review is 0. the version of the app is 32.0. enhance the protection of the kelen system, as the bank category is vulnerable to breaches.",4,0,32.0,"it took 13 days 19:24:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. this helps us improve the bankapp app. be sure to explore the other exciting features that simplify transactions for bank buddies. thanks, rida.",13 days 19:24:00,3.9354987
7327,the number of likes for this review is 0. the version of the app is nan. love it.,4,0,,"it took 0 days 02:00:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other exciting features for a smoother transaction experience. thanks, shima.",0 days 02:00:00,3.8730023
7328,the number of likes for this review is 0. the version of the app is 33.0. sementara fitur bankapp paling lengkap dari semua bank,4,0,33.0,"it took 0 days 00:59:00 for the developer to reply to a user's review. hello friend bank, thanks for the feedback. i hope the bankapp app simplifies transactions for you. thanks, una",0 days 00:59:00,3.955613
7329,"the number of likes for this review is 0. the version of the app is 33.0. why is it that the verification of the signature of the privy id is so bad that it does not go in. i have deleted the bankapp data and it is still the same. the problem is that i want to withdraw money, there is no atm, so the bank is told to use this, it is even more difficult😭",2,0,33.0,"it took 0 days 02:27:00 for the developer to reply to a user's review. hello friend bank, we are sorry for any inconvenience you have faced. to assist you further, kindly provide the specifics of the issue through whatsapp at or email at bankapp.co.id. if everything is fine and you have not faced any issues, we would appreciate a -star rating from you. thanks~priska",0 days 02:27:00,0.35734537
7330,the number of likes for this review is 0. the version of the app is 32.0. quicker transactions with bankapp👍👍👍👍,4,0,32.0,"it took 3 days 13:39:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. cheers, tika",3 days 13:39:00,4.0636396
7331,the number of likes for this review is 0. the version of the app is 33.0. help,4,0,33.0,"it took 3 days 17:08:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other convenient features for smooth transactions. thanks, mawar.",3 days 17:08:00,3.664007
7332,"the number of likes for this review is 0. the version of the app is 33.0. when registering for video capture it always fails and i have followed all the instructions it still fails too, so please help 🙏",1,0,33.0,"it took 1 days 00:07:00 for the developer to reply to a user's review. dear friend, if you encounter any issues, kindly email the details to bankapp.co.id. if everything is fine, please give us a -star rating. thanks~mawar",1 days 00:07:00,0.44839546
7333,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,it took 0 days 14:55:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~ una,0 days 14:55:00,3.9466426
7334,the number of likes for this review is 0. the version of the app is 32.0. it is quite beneficial that the application is easy to comprehend.,4,0,32.0,"it took 0 days 03:56:00 for the developer to reply to a user's review. thanks for your feedback. we hope the bankapp app simplifies your transactions. regards, uswah.",0 days 03:56:00,3.9445481
7335,"the number of likes for this review is 0. the version of the app is 32.0. three days prior, i was unable to deposit cash at the atm; the money i inserted did not get credited to my account nor did it return to me. i became anxious and sought help from the security guard, who advised me to file a complaint through the bankapp application. thankfully, the issue was resolved swiftly within two business days, and my balance was updated. i'm grateful to bank for their service via bankapp. i recommend upgrading the old atm machines.",4,0,32.0,"it took nan for the developer to reply to a user's review. dear bank friend, we are sorry for any issues you have encountered. please email the problem details to bankapp.co.id for further assistance. if everything is fine, we would appreciate a -star rating from you. thanks~sora",,0.51019895
7336,the number of likes for this review is 0. the version of the app is 33.0. the app is very good and helpful.,4,0,33.0,"it took 0 days 07:33:00 for the developer to reply to a user's review. hello friend bank, we appreciate you utilizing the bankapp app and encourage you to explore its other exciting features for seamless transactions. thanks~rida",0 days 07:33:00,3.8824878
7337,the number of likes for this review is 0. the version of the app is nan. bank is amazing.thank you,4,0,,it took 0 days 17:22:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore additional features that simplify transactions for bank friends. thanks~winky,0 days 17:22:00,3.9036975
7338,the number of likes for this review is 0. the version of the app is 33.0. jos,4,0,33.0,"it took 0 days 15:25:00 for the developer to reply to a user's review. we appreciate your feedback, friend bank. should you encounter any issues, kindly share the specifics through bank's official whatsapp at or via email at bankapp.co.id. thanks, winky.",0 days 15:25:00,3.7455363
7339,the number of likes for this review is 0. the version of the app is 33.0. lancar cepat privasi jg aman,4,0,33.0,it took 0 days 07:15:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thank you~mawar,0 days 07:15:00,3.8918543
7340,the number of likes for this review is 0. the version of the app is 32.0. what is the error application anyway kbagus just create an account difficult (when the face ferification time) 😡 always fails,0,0,32.0,"it took 0 days 00:48:00 for the developer to reply to a user's review. hello friend bank, sorry for the inconvenience caused. to proceed further, kindly provide the problem details via bank whatsapp service at or email bankapp.co.id. thanks~erza",0 days 00:48:00,0.056202456
